,ID,Amount,Principal overdue,Interest overdue,Loan_type
104,61209,62589615,329,101,1
105,74629,19811255,694,342,2
106,44406,34464476,291,713,1
107,58218,39952140,107,307,5
108,50474,83507622,680,565,6
109,83223,50164639,97,541,3
110,85122,12324268,634,558,6
111,63774,54463534,473,680,5
112,89499,24023490,402,803,1
113,45025,91256305,98,23,1
114,43220,82699439,657,684,4
115,48996,53625539,60,997,6
116,25669,44424731,815,618,6
117,44601,3439477,874,80,3
118,13259,95226584,11,382,5
119,16996,95652530,737,838,4
120,74749,5433453,590,180,5
121,16887,3248381,703,439,5
122,96512,62039798,365,130,6
123,15364,17678844,202,22,6
124,71459,22270833,701,301,3
125,96098,58134826,225,662,5
126,58091,80271645,413,339,3
127,26435,83780045,777,180,2
128,14195,48217636,78,552,1
129,20208,94835410,726,217,1
130,63239,97432665,536,644,4
131,23251,69662587,754,861,2
132,66986,9956068,109,448,3
133,48478,20293393,524,198,5
134,28854,23768974,603,179,2
135,14864,68257665,482,643,2
136,40011,50260613,603,392,2
137,29951,62740073,497,839,6
138,79039,52554472,822,656,3
139,51525,47727800,230,594,2
140,66677,29401362,666,861,1
141,66840,7604764,359,147,6
142,39947,2814260,540,237,3
143,24186,53768240,741,408,6
144,74581,44024128,590,483,5
145,61901,27998975,5,691,1
146,92793,90751046,580,144,1
147,10643,59876614,112,293,6
148,59534,33242698,536,437,6
149,27502,7358927,351,321,3
150,90668,48165717,955,31,6
151,31423,68572822,89,746,4
152,18089,32875195,435,1,6
153,25292,77393479,555,782,4
154,70060,19576188,535,147,1
155,52192,39117010,998,314,3
156,92479,72301990,250,854,1
157,45788,41473255,101,924,3
158,97036,1378096,38,265,2
159,80492,87028370,933,774,4
160,68401,56698012,926,2,1
161,76695,44417804,988,819,6
162,76573,56318079,701,690,1
163,11480,54650929,317,534,4
164,69304,6360874,36,801,4
165,48816,16206048,655,854,3
166,70249,17224573,999,513,6
167,40400,59650848,297,310,1
168,77529,88023023,429,177,6
169,79182,22428818,536,837,2
170,34768,50895509,958,433,5
171,41390,13958670,746,777,3
172,60814,41867784,335,516,5
173,51406,36161667,910,774,1
174,38900,48486149,410,960,4
175,71641,15181859,516,705,1
176,63431,28604481,380,853,3
177,62542,89008441,617,465,1
178,68622,91180719,113,160,4
179,11800,72407944,192,716,5
180,50270,99832418,823,704,6
181,84138,81243712,68,599,4
182,86630,96323215,910,34,5
183,27804,13110903,409,675,3
184,15815,10741614,294,562,2
185,42261,20311691,103,44,4
186,97232,26196154,11,954,4
187,25550,25891823,31,555,3
188,31470,62285727,782,345,3
189,87605,57570000,865,44,5
190,44126,51547954,194,64,2
191,94676,56301775,262,185,5
192,76843,19235325,782,346,5
193,24370,81685005,288,25,6
194,20280,33745307,819,1000,1
195,65411,33423177,325,163,2
196,24546,52975699,832,853,4
197,96709,47359239,329,310,1
198,70011,52415118,955,941,3
199,80202,87746250,222,102,5
200,70530,9566747,149,929,1
201,42290,38890939,319,901,6
202,73483,26922536,202,322,3
203,72692,38918193,823,333,3
204,90307,66482170,706,639,5
205,32769,93958395,755,624,2
206,63039,6119182,764,532,4
207,93251,52415294,112,105,2
208,42187,91410267,584,407,3
209,59669,47762834,273,733,6
210,21593,54940841,979,18,4
211,88864,48331867,772,286,3
212,11973,33336281,612,187,3
213,98512,60728531,861,49,2
214,67574,20560221,437,736,5
215,93708,41936024,213,140,3
216,24417,86954079,205,832,6
217,56495,8500286,436,450,3
218,26090,46912567,806,223,3
219,91548,41677921,841,594,2
220,35840,26541110,987,109,5
221,16582,44435891,265,250,1
222,67200,22272709,63,522,2
223,28236,88701410,226,826,2
224,52091,91546474,236,725,6
225,94148,12917068,164,791,3
226,54844,72517544,530,229,5
227,79645,95582070,819,434,2
228,47542,87889028,982,363,2
229,54048,25231051,284,973,1
230,73409,73456193,472,332,1
231,39543,82136474,7,290,6
232,34930,26906394,365,173,3
233,89927,66532869,352,299,2
234,43804,51474414,34,881,1
235,68928,14994072,326,68,2
236,33605,32385537,914,986,4
237,81103,43084465,828,366,4
238,28614,99338989,685,160,3
239,97485,17497173,750,460,6
240,44177,90295490,579,705,2
241,45812,14618026,737,735,4
242,34874,63083889,120,332,6
243,12909,90495083,5,174,5
244,37097,26804602,779,216,1
245,49249,31708144,873,682,1
246,84861,48126475,751,641,3
247,39437,4294325,676,356,4
248,18781,37948158,203,898,3
249,23673,96768478,803,355,2
250,86081,90060315,76,360,2
251,33472,9210784,135,342,5
252,41540,66872580,135,725,6
253,51993,86903463,794,408,6
254,94258,72326036,255,291,2
255,85400,15529720,588,918,2
256,81303,81378646,194,874,3
257,59546,61809894,743,412,4
258,23188,50473163,18,754,6
259,93737,22400756,736,286,2
260,56641,9044389,682,613,4
261,62480,98407677,249,998,4
262,53366,59471162,937,878,2
263,83794,38698846,933,911,5
264,70378,20350077,363,957,4
265,22047,59535292,453,751,4
266,49712,35619174,288,832,2
267,31944,49611097,985,561,6
268,54369,69518257,208,797,5
269,89435,76148372,663,114,1
270,77332,21634038,507,317,6
271,68953,21997747,829,703,6
272,90076,81433465,75,670,5
273,45582,17025747,465,334,4
274,23574,27203180,380,448,5
275,65596,19211776,150,568,2
276,76892,75651183,761,873,6
277,44806,82702152,815,192,2
278,49785,81202534,139,28,6
279,45312,70543706,74,189,6
280,14291,18189676,411,924,1
281,84279,31275306,135,132,3
282,26638,53200884,137,816,4
283,47201,42920742,851,315,1
284,34464,93413465,98,993,5
285,75335,75777945,990,453,3
286,58465,16014995,994,937,6
287,16198,48142616,522,905,6
288,96949,72757324,205,215,5
289,32369,37430576,259,452,6
290,29002,60432824,897,709,6
291,97765,84478989,395,839,6
292,52986,69121644,484,157,2
293,95708,84697668,473,890,4
294,68268,7629605,753,255,6
295,34844,37127639,498,747,4
296,34884,28209758,900,596,1
297,22046,66855382,174,343,5
298,31547,16803221,453,843,5
299,59888,9416459,200,324,2
300,10554,78633246,66,240,3
301,46513,55224409,38,409,2
302,29989,76626469,260,928,5
303,60455,62062711,819,319,6
304,36225,61090474,772,795,6
305,68321,77361701,384,181,2
306,79971,84758561,244,406,3
307,46633,14212349,658,527,2
308,61267,53227003,952,234,5
309,64691,46777460,839,579,3
310,46048,74995977,824,778,3
311,25868,27844697,887,399,2
312,33029,36419297,944,414,3
313,83049,99695921,48,484,2
314,19929,36246706,191,45,3
315,80648,72815683,675,27,2
316,15973,50977834,246,468,4
317,49470,92677767,503,498,5
318,22423,26074073,94,697,3
319,74182,61010327,737,775,4
320,90019,99293636,700,598,2
321,21442,82903887,460,129,2
322,19349,39104905,471,587,2
323,35906,66803671,544,625,3
324,74675,19349295,54,742,1
325,73785,38895415,837,608,6
326,60005,11301919,496,409,5
327,17097,85581947,534,665,4
328,86474,55124564,753,376,1
329,91815,28493287,463,89,4
330,40649,73468865,789,713,4
331,52252,79218020,965,706,2
332,70626,52733329,452,342,1
333,28207,17260907,435,514,6
334,32179,38087893,760,976,5
335,10206,61030928,1,436,1
336,17580,99271167,187,395,6
337,96341,1421621,885,2,1
338,99133,81683286,479,116,5
339,20202,65838289,952,745,5
340,28718,66283377,943,383,4
341,22214,44327660,354,485,4
342,14644,54676722,629,629,1
343,56108,33885100,459,634,1
344,24470,25397456,375,70,6
345,62079,65466197,618,951,5
346,16556,98609711,879,363,6
347,83984,84706948,155,649,3
348,54997,29264685,684,714,5
349,78828,25429134,742,915,4
350,41831,85845453,296,961,3
351,36767,74269657,777,823,6
352,63527,43594736,393,362,1
353,54751,51716935,231,441,2
354,11694,30452213,133,816,1
355,90639,54575037,450,889,5
356,59648,89069359,782,452,3
357,35335,68614656,0,0,2
358,87868,40839755,944,680,4
359,52364,2864936,39,276,6
360,21744,66822398,244,509,1
361,76653,97342135,8,837,4
362,14718,68347341,948,247,4
363,13551,62424024,266,796,4
364,51657,4300116,226,806,5
365,45099,50058368,918,806,6
366,70342,3906794,91,249,5
367,15281,34331094,410,596,4
368,94069,90138814,25,190,4
369,37856,21809924,547,46,5
370,91090,67246947,159,18,1
371,91430,55504349,172,515,1
372,20125,86092645,75,349,2
373,70234,95584968,839,796,3
374,15996,91544581,804,601,6
375,44256,5882837,542,613,1
376,39057,74712005,404,956,3
377,65034,19277722,807,587,2
378,51990,3174624,575,866,1
379,23517,98191347,442,367,5
380,27659,81836622,777,534,3
381,26656,67427587,148,653,2
382,23155,98604550,778,531,2
383,23908,68774407,677,914,4
384,48330,3994100,3,135,3
385,52327,72810137,843,996,1
386,23228,95322720,613,886,4
387,44702,93377705,19,55,1
388,34393,22049625,722,255,1
389,16271,53806699,710,482,1
390,16743,57044740,802,171,6
391,26200,81323852,228,269,6
392,21882,32420884,522,738,4
393,56413,70288750,957,159,5
394,70928,33692279,759,584,2
395,79630,79639886,462,63,6
396,48346,64170531,921,371,6
397,91478,1281117,394,148,5
398,95352,43585202,780,205,3
399,42139,66266682,778,909,3
400,17774,45534561,708,201,3
401,50579,78507764,522,46,5
402,26172,80769865,696,412,5
403,21106,22582717,412,270,1
404,47522,79460594,30,635,6
405,93838,83491533,527,236,4
406,68620,87914827,950,557,2
407,87640,28476563,242,965,6
408,93867,97761791,943,379,4
409,69894,61772503,736,300,2
410,72767,55831953,32,401,5
411,64101,97088056,216,1000,6
412,59670,90940312,114,293,4
413,52761,36038617,981,170,5
414,52700,82151164,24,120,1
415,62589,53918477,638,932,3
416,66851,5170873,994,261,6
417,34587,94377733,434,995,5
418,59120,49919276,814,281,5
419,19180,41794849,55,488,5
420,60000,55309499,882,472,1
421,61698,21953111,259,997,1
422,53196,29181936,274,399,6
423,85214,87115274,827,902,6
424,49910,9771898,536,738,3
425,54283,26539883,695,311,2
426,30637,5316933,219,903,4
427,38477,43604461,44,52,6
428,36340,36030484,880,525,2
429,42901,89075010,974,701,3
430,53136,81014853,844,864,6
431,19744,55843695,537,205,5
432,22977,83108416,425,303,1
433,56984,63859870,929,218,6
434,49641,96416614,977,369,6
435,15919,94440473,709,929,2
436,80894,4182612,173,782,1
437,83795,46403645,502,850,5
438,98356,30761185,45,283,4
439,10272,81020933,383,734,2
440,57647,80125488,262,482,2
441,27860,10619321,284,146,1
442,29314,1517075,885,628,1
443,29630,3748101,560,94,5
444,84282,61883201,418,601,6
445,38104,4173000,550,444,6
446,19399,79011918,433,43,4
447,53629,52539110,867,476,5
448,74275,2318779,999,845,5
449,17752,75690005,587,9,1
450,65677,4491043,144,160,6
451,63865,44918756,426,464,5
452,58416,71083787,790,668,1
453,18703,14771306,476,919,5
454,13232,81996113,850,296,6
455,68414,95201154,322,758,5
456,26816,65775781,907,756,6
457,33403,79117580,928,976,2
458,47919,17886935,967,799,6
459,80983,26797076,701,545,1
460,45723,65898493,443,674,2
461,36871,88670333,937,691,4
462,83643,16948426,502,395,1
463,60264,48844757,623,724,1
464,24585,97786181,502,661,3
465,47691,2846198,358,476,6
466,43362,6520679,352,495,5
467,17385,10151585,48,852,3
468,48168,64600387,768,978,4
469,98428,60899238,305,558,4
470,45736,25392048,600,158,4
471,61889,77312265,863,663,3
472,10440,79476403,481,494,4
473,41324,29383637,250,467,6
474,15033,90757165,152,203,5
475,85681,69706835,364,887,3
476,13726,3647702,91,222,2
477,40420,53313663,151,906,1
478,97911,7996308,594,95,1
479,33906,60321137,820,989,6
480,67742,94517456,963,58,4
481,52603,91675122,81,689,3
482,28017,9586786,41,431,5
483,78823,11296055,597,193,1
484,25229,65294255,807,987,4
485,22616,34394774,161,848,4
486,88753,90065954,341,880,1
487,14724,77535668,331,530,3
488,82592,3447034,764,813,1
489,20127,94308035,84,49,3
490,26235,99774360,876,507,4
491,83057,37446544,436,813,5
492,84507,30500886,529,537,2
493,57423,30643585,700,295,4
494,70346,74573972,132,340,4
495,64305,90679472,101,709,6
496,64091,93887594,778,169,3
497,93761,17224070,97,103,6
498,28451,74554484,973,546,5
499,78972,66598855,764,814,4
500,41885,43273802,594,659,1
501,82744,17531747,890,743,4
502,66302,75865270,100,906,5
503,76418,86691738,982,591,4
504,38657,14582274,151,633,3
505,89313,88974486,244,169,3
506,81353,79427843,615,145,3
507,44928,66451393,933,725,3
508,57902,66302866,281,533,1
509,15813,49858894,886,683,1
510,39837,82747070,241,377,5
511,62100,97482373,886,364,1
512,17722,43714993,624,286,5
513,79246,41016511,822,581,2
514,60796,23373406,721,851,2
515,61812,92691645,527,760,6
516,82332,95911448,560,487,5
517,86939,55803351,420,459,5
518,15427,68612438,590,780,3
519,13563,33179788,447,641,3
520,24114,61883654,932,704,6
521,84499,44922636,583,211,5
522,72592,66931202,482,381,5
523,72716,14834298,901,531,4
524,40111,34291140,252,328,1
525,57103,35127503,898,276,3
526,12832,33599926,41,333,3
527,37347,83417166,210,645,1
528,33754,30181141,960,457,4
529,81219,49554376,341,52,2
530,28146,83340669,87,15,5
531,60961,67471839,442,985,2
532,99523,42603903,820,771,1
533,23591,94588954,602,786,1
534,59222,93382138,820,512,4
535,19268,1957126,859,311,1
536,81292,76388032,733,81,2
537,51675,40288483,612,836,4
538,57579,95893246,424,315,4
539,72088,88032102,680,388,4
540,60824,7326377,693,124,4
541,97348,91041034,409,37,5
542,53834,14620941,829,537,2
543,14401,15156955,855,246,2
544,25557,27121239,965,905,2
545,27732,10189351,17,274,2
546,50056,76892091,59,77,2
547,49293,74128782,331,285,1
548,25698,72589170,629,147,4
549,53570,25646010,6,128,5
550,78178,5030099,570,665,4
551,39196,68222106,713,559,6
552,28397,46120624,187,341,1
553,11718,64832420,469,928,3
554,36628,72086077,384,445,4
555,10004,24659795,730,983,4
556,58556,65104111,607,75,4
557,17969,71422065,585,416,2
558,60261,6879012,820,668,4
559,27302,90531293,497,310,3
560,32508,38123471,706,482,6
561,90540,48424906,325,604,4
562,42439,89898842,491,554,4
563,54143,13097944,481,79,3
564,25605,61259321,836,438,3
565,65635,48694530,719,620,2
566,36947,77247894,543,238,3
567,45267,3403087,915,987,3
568,23731,60256884,887,452,5
569,53799,63390153,746,664,1
570,54489,11174281,58,616,4
571,46432,43178364,157,958,6
572,54666,93762606,1,355,3
573,43619,95172742,322,85,1
574,52797,45757575,403,882,2
575,80020,98671294,163,226,6
576,30136,59416283,495,899,2
577,35472,22961309,884,50,2
578,99839,78795015,974,261,1
579,72113,80798673,684,597,1
580,94231,28970689,740,621,2
581,33247,59217100,682,770,3
582,10808,85382608,649,694,4
583,86542,17239757,839,90,5
584,81832,92644785,854,362,1
585,84693,29975309,960,212,2
586,50835,23210389,306,904,3
587,41422,55763485,273,352,6
588,41264,42533755,804,535,1
589,26227,36017729,224,351,2
590,28160,71398303,105,469,4
591,43891,69973276,18,12,1
592,72504,61667343,671,740,3
593,57825,22562148,855,511,4
594,71808,67335702,54,44,2
595,59580,93622166,472,603,2
596,64202,24878307,152,499,2
597,10240,95154834,158,206,2
598,65697,33814988,946,790,1
599,18791,6447221,338,896,3
600,72974,39847179,721,861,4
601,38055,6083945,824,397,4
602,87598,38147955,703,217,2
603,95299,61785810,4,770,3
604,50301,58233782,266,764,3
605,12586,6865898,857,358,1
606,94233,22598914,134,90,3
607,17662,32810235,194,716,2
608,78444,60418428,194,564,3
609,52366,33353527,227,419,3
610,11527,9917107,790,688,6
611,79102,18394235,750,320,6
612,48701,23169447,468,126,6
613,91181,27634590,7,201,5
614,54661,66686236,934,300,1
615,80996,36767568,485,855,6
616,84088,90681027,838,364,3
617,90821,46359741,277,1000,5
618,50572,42357038,904,608,1
619,24451,42235958,744,696,5
620,17503,45413526,470,501,3
621,93133,26998516,457,601,2
622,89277,87129823,801,402,2
623,76494,14398723,65,922,5
624,55152,71840797,805,163,6
625,48615,5116034,770,741,5
626,72997,27502551,806,750,1
627,44480,29232671,436,206,2
628,69834,38748329,722,236,2
629,14601,3232205,9,722,4
630,83264,43909062,755,556,1
631,55182,94884794,435,32,3
632,49825,84380167,684,609,6
633,85858,3398473,795,467,3
634,65524,1850411,762,977,1
635,71665,93050839,594,997,2
636,76275,30715823,907,986,1
637,19068,38193446,775,19,5
638,97072,82490138,460,576,3
639,30154,24672330,887,145,2
640,14420,25476509,58,185,4
641,91876,25672499,643,2,5
642,60634,62103485,454,266,5
643,13720,18530014,285,370,2
644,17834,9049059,123,343,6
645,75418,29209786,416,253,3
646,23993,17077428,0,0,3
647,14851,39796989,791,235,2
648,32498,47634193,366,874,2
649,34958,81086394,251,769,1
650,24622,35886262,889,896,4
651,22664,90204580,594,255,6
652,81956,14447593,394,97,5
653,77049,79357214,626,855,6
654,12751,15398360,881,901,4
655,57810,53810050,806,301,2
656,13493,95757098,929,69,5
657,48799,94530403,479,415,2
658,72438,69532281,507,753,2
659,23655,3277982,868,935,6
660,10553,58690776,866,84,1
661,29408,1330120,646,49,1
662,52183,48929688,920,801,1
663,45861,93622358,481,800,6
664,16083,34922263,496,470,4
665,53702,61836692,127,276,1
666,98484,39734144,605,978,3
667,93807,61075405,904,497,3
668,67945,82793891,920,496,5
669,34280,17692627,812,372,3
670,75436,2570990,487,48,2
671,10576,21994172,499,365,4
672,65322,1537739,37,667,6
673,76269,78821030,364,499,1
674,86523,12365357,940,796,6
675,12396,36552122,503,72,1
676,94215,86311917,660,248,1
677,57778,84582909,379,126,2
678,34357,71817716,771,405,2
679,46383,31675345,466,328,3
680,66227,40532630,483,604,5
681,91269,48907805,99,852,2
682,56504,40600050,407,281,2
683,46696,45688108,138,439,5
684,20563,73667206,595,777,3
685,17807,97688721,553,841,6
686,59414,60324604,795,789,5
687,33093,78172529,47,506,6
688,59660,62980728,344,719,1
689,18165,32511448,864,693,6
690,42851,29307981,907,717,5
691,40065,28444573,307,352,4
692,22301,46952919,679,561,6
693,89023,38038329,449,753,4
694,17356,90434065,774,819,3
695,37818,22113639,162,942,2
696,53224,82511155,400,819,4
697,89222,24869133,792,424,5
698,24728,99954522,78,838,2
699,64874,79606418,785,170,5
700,58176,44634534,352,113,4
701,28387,22054904,498,444,2
702,42548,27661656,872,692,2
703,48909,63756891,706,488,2
704,81160,26934852,72,726,6
705,43546,8349931,877,912,1
706,90878,26543680,449,652,1
707,86667,80957792,43,886,5
708,66123,80190048,843,882,3
709,29388,83182329,91,643,3
710,94327,58453298,733,474,5
711,38887,19997204,249,706,3
712,39412,96095241,666,395,1
713,54005,55644709,991,831,4
714,57977,33901134,429,985,1
715,37772,67347953,253,425,4
716,66718,28896289,60,177,5
717,97749,34303450,815,497,4
718,44535,85579547,550,25,2
719,34508,70083548,229,202,5
720,67027,26278957,326,33,3
721,92288,26104282,741,464,5
722,55346,38207877,237,256,5
723,91666,87425222,810,824,6
724,50786,79199966,854,57,1
725,60929,31255578,917,644,6
726,36100,57201301,845,759,6
727,46137,24251002,724,299,3
728,16622,24383129,106,926,5
729,79138,34373794,153,615,1
730,76958,41030589,183,3,4
731,30990,28816300,435,984,2
732,40252,65200776,590,900,1
733,69193,24347279,920,149,3
734,89116,37835814,198,770,5
735,87124,97351570,650,778,2
736,88745,79965953,399,866,6
737,26493,76959486,376,843,4
738,32195,87520965,409,88,1
739,34466,24195725,338,490,1
740,79682,1813243,275,691,3
741,10145,58281646,596,827,5
742,86120,38007121,380,800,2
743,92712,19297029,351,502,6
744,18866,79816348,591,35,2
745,15695,19408942,402,277,5
746,48100,66925732,702,584,1
747,34828,38127438,156,754,3
748,38919,33495339,12,102,3
749,24312,14075569,577,535,3
750,12383,96993325,983,979,5
751,61793,44651908,176,925,6
752,40794,25828909,277,337,3
753,69623,52154131,596,787,1
754,50917,46952595,896,736,5
755,45647,70926034,657,541,6
756,25469,52970115,207,506,1
757,99574,25245020,881,294,5
758,28760,76377507,823,955,5
759,57846,39074325,511,308,5
760,59940,18375922,691,506,2
761,22548,58240333,289,314,2
762,53618,19098428,436,305,3
763,78441,43697463,427,730,6
764,33470,24064869,395,996,4
765,63463,58634949,526,287,5
766,79433,22103639,917,603,1
767,30554,37435286,765,289,6
768,10218,74803709,569,829,5
769,26128,40073969,279,616,6
770,63163,81021789,116,756,3
771,96829,70227512,682,927,1
772,11677,59091850,36,248,2
773,61654,47212676,551,995,2
774,28816,84104056,5,538,3
775,90192,78764202,596,467,6
776,14394,55990766,541,575,4
777,29882,9370330,685,178,2
778,79431,32455619,319,898,2
779,63441,45149577,382,120,2
780,34402,93962813,837,938,2
781,23663,22721829,804,584,1
782,17800,22666198,456,760,2
783,61376,64649862,41,172,1
784,53525,43675941,795,664,6
785,58985,66852135,151,933,5
786,27150,34108973,127,916,6
787,71750,44260452,411,707,4
788,90173,84226735,621,817,6
789,37789,93123724,794,406,3
790,90624,71431547,478,170,3
791,52373,35269410,787,461,3
792,78851,24651400,343,647,3
793,89932,99305801,995,843,4
794,80731,2438725,491,312,3
795,31766,13982171,634,742,2
796,88007,47702290,23,737,1
797,77073,93101901,107,329,1
798,13182,15932484,906,623,6
799,21136,36341580,30,646,3
800,23545,6830639,154,616,4
801,88649,40848227,318,930,1
802,73986,3094983,339,628,1
803,59281,95866563,667,834,1
804,88825,85175091,63,43,3
805,24145,98732072,79,27,3
806,64339,68359573,715,783,4
807,48214,67352488,91,269,2
808,64681,30305132,725,854,1
809,67012,70063916,584,814,5
810,99832,15258758,579,382,3
811,33661,56794916,511,953,2
812,64159,87574417,734,667,4
813,64696,93933402,494,945,2
814,17461,4444208,677,528,3
815,63867,64753973,981,861,6
816,25455,25225282,908,63,6
817,75915,2248797,623,874,2
818,99595,23796439,507,432,4
819,91443,89222574,431,766,1
820,16884,5831594,537,772,4
821,48311,94421754,782,427,4
822,79992,26291996,297,19,4
823,35361,72457891,744,108,2
824,17591,10880942,714,589,1
825,38074,96849454,979,753,3
826,80965,76972326,598,420,6
827,43357,48817276,827,986,2
828,70444,5605416,96,749,3
829,74879,21784355,628,720,2
830,71713,32902377,492,150,1
831,65688,5810814,817,988,2
832,71813,73042886,734,24,1
833,77904,14620892,671,139,3
834,44179,56654348,142,833,5
835,13868,19894424,19,418,3
836,66952,2167722,709,402,2
837,10258,35385161,639,178,6
838,23135,44501147,693,172,3
839,88624,12791125,234,138,1
840,80236,7259192,714,831,5
841,41051,7823602,123,520,1
842,82913,11136269,257,766,3
843,29210,80734527,751,857,2
844,20103,13763524,691,637,6
845,45266,78527006,617,815,5
846,98254,83556107,965,375,4
847,53106,78917179,470,644,6
848,10883,67142322,67,155,3
849,68668,35911288,768,12,5
850,29898,25273117,141,872,5
851,53512,81733153,806,904,2
852,45525,73443954,364,468,3
853,70844,80131797,466,402,2
854,32780,35245298,619,488,4
855,38614,12238421,947,702,3
856,42244,24204539,95,749,2
857,13425,34791666,402,138,4
858,58770,95612838,932,139,3
859,87164,43015953,972,506,4
860,17301,24337133,677,514,2
861,94689,87260387,858,317,2
862,27873,68938705,691,940,5
863,81024,61281912,439,531,4
864,79020,54197808,643,285,4
865,27479,68968593,82,739,2
866,31188,51271492,592,287,3
867,92220,92386802,624,1,6
868,90264,39137276,38,75,1
869,27700,7437846,32,223,6
870,63600,5856361,79,867,4
871,99880,90692752,29,458,2
872,47856,62614450,593,855,3
873,28229,84204150,795,734,2
874,60802,80057187,765,270,1
875,48334,87278477,490,506,6
876,10723,91310315,279,204,6
877,70368,97338186,487,924,4
878,12143,34939562,636,145,6
879,60013,5238496,177,3,4
880,93934,31385481,232,491,2
881,16342,97656111,837,269,6
882,66961,94689894,458,494,5
883,86991,69925004,246,648,3
884,85316,63221683,244,81,4
885,21243,82059150,670,58,2
886,19614,13140717,419,415,6
887,61345,27053330,745,299,3
888,18606,75948720,597,416,6
889,49647,34944710,182,806,3
890,43314,25616225,54,545,1
891,41551,56102825,80,993,5
892,47628,87332025,599,219,4
893,83891,53973586,43,329,1
894,25832,42207504,438,846,2
895,47679,85477366,290,213,6
896,34111,37573007,486,670,2
897,53884,91222292,730,104,4
898,36064,2596429,421,855,2
899,89319,13887905,40,4,2
900,38234,38740283,190,427,1
901,38205,53046765,600,694,2
902,42785,26882870,351,851,2
903,91257,77838459,360,132,2
904,79895,80582248,801,849,3
905,65143,69636939,658,933,1
906,99965,33925733,993,739,6
907,12706,87236907,795,785,3
908,69365,37091402,413,294,2
909,13653,28771725,900,941,3
910,14416,2165728,240,25,4
911,35986,45476209,112,66,5
912,95596,5605798,182,606,1
913,95749,69408869,785,514,2
914,67759,19028427,876,365,2
915,47591,24716556,859,785,4
916,81091,90938133,288,99,5
917,87256,99760350,934,516,2
918,52313,69396835,295,315,6
919,84858,72522594,254,57,6
920,30876,5414884,312,265,6
921,91669,59229057,994,556,3
922,74768,48746571,729,456,2
923,34196,97279603,884,548,5
924,87000,8923611,493,696,2
925,96861,34836244,102,437,5
926,27882,99615751,556,126,3
927,86891,99772969,907,411,4
928,92283,85241665,843,627,6
