,ID,Amount,Principal overdue,Interest overdue,Loan_type
80,70081,42735391,665,424,1
81,56606,21445027,355,697,5
82,93882,97611267,287,258,5
83,19328,84160237,507,657,2
84,39606,4430288,949,596,6
85,67213,41836858,279,359,3
86,31169,16969188,152,812,6
87,77990,68458626,957,154,3
88,40902,29919051,594,896,3
89,38977,96188005,389,285,1
90,39452,60222381,58,145,1
91,20610,98506971,845,107,3
92,40163,88188409,855,915,1
93,51379,44224704,580,301,4
94,68127,94701348,208,811,1
95,89115,23802369,958,372,4
96,82914,95573815,711,192,1
97,51249,23215349,38,129,6
98,72482,35639036,840,273,1
99,94211,13097368,231,319,2
100,10412,76402850,324,320,4
101,32774,99186366,470,593,1
102,11990,28969274,439,529,5
103,58060,10050803,990,557,6
104,24505,74173144,963,162,5
105,93467,62567510,115,548,3
106,37464,50438144,929,287,1
107,37822,84881378,36,470,3
108,48860,38316373,563,984,4
109,89268,64544918,690,630,4
110,87329,25869806,744,596,4
111,10667,83989139,775,960,6
112,36734,33574222,555,308,6
113,46716,34232712,128,988,5
114,20145,48733780,380,980,6
115,45637,26490884,695,250,2
116,27758,95515604,177,736,4
117,91122,90865473,626,233,1
118,53533,97350594,7,197,5
119,62246,85037142,317,196,4
120,34411,54245894,224,982,1
121,58851,13572017,845,782,1
122,41420,66207828,201,981,4
123,79582,93558032,872,302,5
124,43781,9134839,535,852,5
125,55811,89404647,987,906,2
126,89590,1513133,265,723,6
127,50457,37180160,929,389,1
128,75939,71873665,754,130,3
129,17800,69499954,543,963,6
130,34294,22377504,34,542,4
131,36512,32397272,74,359,5
132,10951,83437547,511,826,6
133,92678,80810283,746,797,3
134,93419,83510335,584,76,2
135,61891,96811796,814,478,4
136,51356,10416191,764,889,1
137,39720,11947323,621,124,6
138,86492,5433245,680,566,1
139,50884,46824888,243,389,2
140,14131,7611199,963,836,5
141,75306,2321072,552,466,6
142,31648,82289986,758,873,3
143,99275,70277321,511,928,6
144,20745,84854651,642,838,2
145,36547,89966074,269,372,3
146,84625,71370930,86,594,5
147,95240,96534162,893,702,2
148,10213,58607188,776,396,6
149,21879,87845024,892,143,1
150,66649,2119559,768,51,4
151,99466,86346482,705,256,2
152,16453,51910532,924,253,4
153,88953,55757820,131,111,2
154,45288,62312004,232,454,1
155,16102,11132082,309,826,1
156,83132,57419525,230,965,5
157,25969,45536271,560,952,5
158,19628,24133486,18,299,3
159,42287,73300175,241,674,6
160,82660,9382767,148,784,4
161,68996,97181548,177,106,4
162,72149,98621092,544,944,6
163,94443,49985577,957,129,3
164,72234,48493260,930,538,4
165,86543,22895376,221,271,4
166,54450,70234773,271,566,6
167,12302,86191183,984,528,5
168,37908,41406533,478,103,2
169,89843,58191146,373,862,2
170,66675,96419860,973,28,5
171,64755,7325071,279,168,5
172,57987,95411807,41,565,1
173,88221,86877739,813,634,1
174,81941,85622520,648,344,5
175,34542,29612179,192,471,3
176,39093,15934833,832,130,6
177,14768,13835362,958,509,6
178,57036,28937953,971,69,5
179,44900,79954669,667,649,2
180,26360,98638826,833,124,6
181,18617,71434985,704,824,5
182,78998,91897294,771,160,3
183,82984,49199104,468,316,6
184,85102,15195686,978,343,5
185,90174,73842956,728,810,4
186,18340,47292027,139,974,3
187,57340,17816711,226,122,1
188,14357,27131861,198,174,3
189,68296,81438477,875,795,1
190,50449,28588133,457,355,5
191,12979,99434772,985,83,5
192,30585,85236827,754,793,3
193,52156,17673553,544,352,5
194,63013,62918220,140,227,3
195,59847,57022861,842,506,5
196,68289,27391144,828,914,4
197,52163,7663653,719,684,3
198,28868,22552748,389,198,4
199,16363,7643708,774,246,2
200,61288,49208813,212,378,5
201,52248,45992482,327,306,2
202,19245,17520880,936,810,5
203,18808,47226182,836,474,1
204,43354,88574968,586,91,6
205,77413,70828436,619,135,6
206,92752,89317595,885,357,3
207,70598,90919949,51,146,5
208,30449,36238795,356,394,4
209,43407,64207831,473,558,5
210,76752,91789573,378,957,1
211,80780,70616513,392,782,5
212,62417,30794823,574,773,6
213,54285,90169831,893,831,3
214,35169,30402394,102,55,1
215,31836,69594006,543,878,6
216,17196,45295041,903,723,4
217,66911,10670289,89,64,4
218,60998,84389208,973,936,4
219,62176,81150577,378,256,6
220,93590,16198621,721,774,6
221,54429,55489669,36,144,5
222,64182,58925343,973,665,5
223,30499,71356787,436,761,5
224,32040,42807865,518,678,1
225,18237,22267257,57,892,1
226,81904,61062524,637,504,2
227,48435,60367049,18,369,5
228,59758,22494470,784,647,6
229,29451,63991378,483,559,1
230,99258,88954936,646,582,6
231,51462,25605164,923,943,5
232,81100,70178378,709,195,3
233,58301,64800875,541,894,5
234,33151,39735756,863,779,4
235,60702,98071535,775,7,2
236,43259,49876251,4,528,6
237,17165,47565213,500,205,1
238,18999,15049715,712,341,4
239,55338,21599469,310,377,4
240,71610,3493626,351,69,6
241,96142,63503194,962,651,4
242,43073,77549654,42,897,3
243,65888,1651056,536,92,2
244,35942,40950694,571,488,1
245,63371,11595714,379,637,2
246,36256,60452003,118,374,2
247,51479,21550941,545,391,5
248,88307,52977610,950,814,3
249,23420,98565014,424,974,2
250,53639,94008519,32,566,3
251,65926,44806668,683,511,4
252,51859,5800098,464,260,3
253,69898,57168191,239,587,2
254,84618,46585757,206,223,6
255,43165,1913898,187,331,5
256,64345,69405169,634,495,1
257,78298,31108685,670,813,6
258,68585,95581885,515,132,4
259,54749,20348431,243,60,4
260,53369,62882574,840,208,1
261,16053,58895661,909,805,1
262,29514,32569735,27,143,6
263,60184,62262662,42,136,2
264,66858,13728662,208,604,2
265,49201,74178733,145,852,5
266,92592,35392171,457,624,6
267,74603,29614989,530,740,4
268,80827,43003807,661,438,2
269,12837,83309155,401,864,5
270,66893,12689853,694,305,2
271,62915,94752841,300,900,6
272,50248,52485010,484,367,1
273,24311,15769309,895,816,4
274,34134,49570087,678,119,2
275,41000,99761726,116,205,3
276,80240,74036364,222,547,3
277,26696,35624069,5,99,4
278,14359,25349058,793,570,1
279,46366,9401349,455,550,4
280,86525,17911494,161,530,3
281,59527,56295257,91,307,4
282,23753,38730550,192,863,1
283,84558,18651709,318,687,2
284,56098,32769113,445,714,4
285,34806,46885825,485,323,6
286,86914,45776203,205,56,2
287,68468,24001124,6,971,5
288,13925,12954122,886,852,4
289,69164,61753682,420,614,6
290,92183,13009210,788,957,5
291,60496,56516046,32,274,5
292,86892,7767672,855,918,4
293,49840,41360342,811,536,5
294,12117,39600353,931,509,6
295,71968,81243132,135,817,4
296,52016,80104459,321,151,6
297,95907,66173643,436,784,2
298,30008,23845225,767,779,3
299,16101,66250407,975,577,2
300,25637,99845216,923,864,2
301,50935,99067111,156,519,5
302,22638,57985584,571,395,3
303,82931,91747154,279,170,6
304,23773,89737680,251,775,3
305,64237,63148012,849,788,2
306,39354,84824178,433,826,6
307,85318,96514913,223,909,1
308,21560,59225020,155,502,4
309,31251,67342665,531,487,4
310,46063,79021366,652,59,6
311,58564,72434788,630,131,1
312,75991,97018063,981,988,3
313,34061,93988495,572,635,4
314,96863,92463549,162,792,5
315,41505,30619495,608,817,4
316,21612,2057512,658,155,2
317,80349,29626011,941,401,2
318,78783,53695698,89,755,4
319,32449,52350286,955,432,4
320,36998,67604289,131,693,3
321,15459,64424192,241,708,6
322,16986,56583172,208,42,3
323,53304,93046575,536,669,5
324,73594,11989826,888,486,4
325,43209,56957215,105,339,4
326,76731,63868022,987,242,2
327,24792,71225194,336,198,1
328,72585,67972633,706,497,4
329,87877,85807634,697,909,1
330,87158,30872956,569,191,3
331,79339,64880270,253,513,4
332,37582,62356208,563,477,1
333,19888,2605805,371,18,2
334,51950,57969497,527,543,5
335,51294,34900542,809,197,4
336,55911,96390878,954,815,5
337,70828,74882594,114,305,1
338,25197,58239417,789,401,1
339,50346,50901349,295,904,6
340,59848,31503400,721,238,3
341,77378,14982312,244,33,3
342,63889,27096846,156,856,5
343,29660,14815102,342,930,1
344,14221,72271243,625,103,5
345,41860,49677255,280,552,3
346,47584,36034758,400,750,4
347,82963,22247220,227,769,3
348,73283,94291981,338,898,5
349,24339,45675533,131,604,5
350,25444,94675036,188,315,5
351,78090,79082183,316,876,1
352,15982,67736498,855,923,4
353,10465,73285068,879,504,4
354,96833,51963929,185,388,2
355,72085,97845207,312,224,1
356,73303,77793014,770,691,5
357,71056,64842251,93,716,2
358,45553,50969790,65,112,2
359,56725,87445668,14,39,2
360,14452,41389711,598,308,4
361,27830,89449380,419,415,3
362,59338,72581604,983,189,2
363,75054,28921484,81,835,3
364,79212,51202149,572,899,4
365,35952,34454300,452,107,1
366,62485,91272289,452,108,1
367,91165,70778445,143,988,3
368,45077,89725967,730,516,6
369,52786,61048416,709,741,4
370,47274,17348463,325,382,6
371,89443,16732676,976,283,4
372,39773,91203043,170,389,6
373,79864,95664957,255,770,5
374,43006,63641421,520,271,4
375,30730,87390820,752,297,4
376,75754,86628101,130,205,6
377,16867,58423001,393,360,2
378,39138,73770351,274,814,4
379,54772,92667051,0,0,4
380,84142,48406884,640,559,4
381,10861,59158670,858,814,3
382,20888,79557702,618,810,3
383,68486,73424476,126,509,2
384,64287,58594878,912,778,5
385,20955,17399264,73,795,1
386,27312,67002982,2,127,1
387,32212,93231017,777,515,1
388,17052,48858442,42,884,1
389,29250,22031709,678,2,6
390,82250,68898636,149,541,5
391,32759,50036425,155,618,4
392,17173,74530579,897,576,3
393,27545,36474533,991,993,4
394,99216,62852833,209,542,6
395,13107,82848024,350,555,1
396,85113,79034216,949,108,2
397,81554,76684034,32,128,5
398,36297,83430802,63,502,5
399,49283,84158360,270,309,5
400,87198,69504777,968,286,4
401,40704,5013954,316,686,3
402,33779,91892348,426,656,6
403,33372,75076319,754,10,2
404,21909,78523968,777,797,6
405,53209,73180432,538,192,3
406,30787,76601611,470,735,5
407,77797,77408837,925,412,5
408,96693,10819662,707,790,3
409,89469,2969609,347,788,5
410,77943,5102062,524,494,3
411,10213,32729773,155,349,2
412,71401,58725702,791,373,4
413,15846,50067821,811,543,1
414,79431,52431707,423,200,6
415,56374,59079090,289,255,1
416,16950,34156467,135,582,6
417,11822,20331824,447,955,5
418,43900,25990678,734,98,5
419,47746,19019329,533,141,2
420,68976,42116462,507,465,1
421,58375,2571436,592,367,4
422,68053,76369243,426,521,4
423,10952,20536956,282,28,3
424,37219,87230319,682,495,1
425,88225,33011969,431,935,5
426,90270,50671698,25,636,3
427,28284,35044559,610,443,3
428,96913,3583921,274,53,2
429,67441,94114566,455,56,6
430,95649,49731245,493,7,4
431,69818,26449994,300,525,3
432,97063,23998507,638,428,4
433,72073,2373659,91,25,1
434,57527,88684696,837,995,2
435,50966,66398159,28,525,3
436,82135,59102617,436,285,1
437,90944,31519108,936,672,1
438,41313,33249883,451,212,6
439,18370,78915156,749,168,4
440,31938,40827895,612,976,6
441,33875,56639572,375,379,1
442,83626,29049077,254,835,5
443,50738,74458663,322,605,6
444,58400,45453113,157,805,4
445,34121,25847479,353,777,3
446,41237,73508012,473,332,1
447,36478,58680146,945,181,3
448,72897,93450120,550,446,2
449,65258,75658712,209,191,3
450,30479,93424020,214,583,6
451,51071,98877399,475,641,3
452,17694,78898540,777,82,5
453,65870,60929018,913,498,1
454,52134,73776739,187,138,5
455,52481,30384244,847,720,3
456,38845,53217649,105,580,2
457,27791,20176812,84,384,2
458,86160,72940666,61,830,4
459,93892,50245500,309,886,2
460,18082,2465717,387,212,3
461,41089,58122857,90,125,3
462,68208,82280880,650,841,3
463,12116,26101884,635,784,3
464,66718,32072425,523,343,1
465,42249,79957934,674,37,2
466,60914,43224158,212,939,3
467,98198,18577736,578,492,1
468,12371,75425549,689,861,2
469,79735,32320261,978,695,5
470,70515,66623262,767,449,5
471,94381,54388347,606,599,4
472,48741,71860839,735,445,4
473,40879,82449831,331,114,3
474,76272,40780754,446,171,5
475,86219,50026653,343,980,4
476,47364,63861171,181,651,2
477,92917,56390073,905,1000,6
478,18686,18467067,796,950,2
479,77952,12695771,767,811,2
480,30760,67428179,434,87,2
481,57458,1687674,58,997,6
482,32472,5500942,811,267,3
483,78542,25553300,892,272,1
484,62245,34120045,35,124,1
485,39645,16895952,553,38,6
486,99323,64202445,247,417,3
487,23097,9886593,463,732,4
488,88233,12221578,745,968,1
489,83861,68161883,910,241,3
490,14829,94921807,42,538,5
491,55728,82482113,558,900,4
492,30374,17451708,283,777,4
493,22677,60463833,831,267,4
494,70950,64806824,660,622,5
495,87682,9828703,237,861,4
496,27369,91150771,679,324,1
497,18796,7370778,672,893,2
498,32135,67740339,426,27,1
499,33174,64661889,527,703,2
500,42696,52316277,569,351,4
501,67432,55942663,698,671,2
502,13037,86662886,690,566,2
503,87807,23664558,58,770,4
504,75535,60682270,805,876,2
505,53651,13388850,872,538,6
506,34015,70971453,896,867,1
507,53883,2409573,349,680,3
508,79145,45078116,703,913,3
509,35862,80590865,139,798,4
510,45802,77013074,428,27,1
511,65715,63032921,906,702,4
512,24156,87803316,488,849,5
513,45164,59435879,795,267,3
514,66743,81894837,633,207,4
515,38250,14827699,594,637,4
516,42732,43732948,643,537,6
517,41557,65107770,206,172,5
518,49301,87429984,673,220,6
519,65947,90725043,816,28,4
520,46539,54134169,17,85,2
521,40036,35454311,259,947,2
522,47753,91633379,588,717,1
523,43372,92940159,127,953,6
524,14438,57526612,949,810,4
525,67091,96345569,295,385,2
526,11800,81250658,84,633,5
527,19574,55201123,775,707,3
528,29578,72917970,302,858,6
529,48368,63724920,849,227,6
530,96723,44250904,932,679,5
531,13900,98744852,508,824,5
532,24201,26273993,239,807,6
533,75691,89179955,326,901,3
534,19077,92618540,655,599,3
535,22972,54435571,647,112,5
536,46488,99633521,743,760,3
537,33111,5022385,185,32,5
538,44604,61366049,5,585,5
539,66836,99107197,602,881,1
540,70891,10698480,870,547,5
541,41018,52284158,198,708,4
542,63111,26715307,476,488,3
543,98140,62366108,64,737,6
544,60512,9085101,401,87,5
545,31263,2727054,80,714,2
546,51495,42107370,26,253,3
547,16360,38618260,31,588,1
548,46025,30129542,851,378,2
549,55672,99305603,469,133,2
550,37853,76571215,258,817,6
551,49211,32896981,502,39,6
552,61806,9788562,797,888,1
553,49143,35801778,594,141,4
554,28526,12279478,232,6,6
555,78772,87329612,201,670,4
556,75197,8356507,602,471,4
557,65742,40974144,8,541,5
558,72760,33039379,232,340,6
559,11890,78623289,908,97,6
560,35365,27768796,917,836,1
561,80813,77076525,576,801,1
562,17361,4575140,22,810,1
563,10737,11920961,308,781,6
564,11202,33800800,580,30,3
565,47640,83660539,244,918,2
566,76554,21498222,588,365,4
567,16871,41166243,781,852,4
568,61377,19544648,388,25,5
569,58731,3334157,5,35,3
570,75377,94473487,688,698,4
571,16332,59512031,417,77,6
572,12454,8612822,399,363,1
573,49913,27694428,133,253,5
574,81717,23235113,878,65,1
575,78853,73117699,829,480,5
576,24796,23962564,709,960,1
577,32369,50536524,359,62,5
578,91924,29099687,194,427,4
579,33349,79627516,217,325,3
580,57671,75459811,757,672,1
581,79473,34325950,652,968,6
582,59723,20705055,662,553,6
583,15260,90191042,884,129,6
584,78387,8084791,943,227,2
585,91707,43270942,981,660,2
586,84360,3440307,299,432,4
587,94133,34196698,55,512,2
588,11336,87173841,791,861,3
589,28430,82628567,448,708,2
590,57733,95920871,209,457,6
591,92812,97139854,494,260,6
592,75188,51051832,113,100,4
593,75015,69386404,421,99,2
594,72850,75971018,561,115,5
595,24079,89284672,471,635,4
596,86719,26734076,944,52,1
597,33762,50253724,400,136,6
598,23315,60153394,172,917,3
599,61417,38996660,247,916,3
600,20249,27422116,169,153,4
601,20524,25434192,371,523,5
602,82601,46663717,843,710,4
603,12185,13501759,19,378,2
604,23846,70285832,506,605,5
605,90654,89109018,143,386,5
606,98948,10946238,186,20,2
607,71414,9119766,694,387,1
608,13640,4707449,712,648,3
609,67510,49357826,553,176,1
610,26347,2685864,594,713,3
611,18728,49789421,745,514,5
612,63751,71111743,327,721,4
613,77223,40545107,752,833,5
614,23003,19667885,310,953,2
615,88874,13161148,988,383,6
616,41029,37759276,243,580,5
617,50652,37934409,303,966,5
618,58878,31216029,99,207,5
619,58769,76688681,376,539,2
620,65653,93777727,189,881,5
621,17632,16939981,819,935,2
622,17908,81452024,752,915,1
623,88337,59825616,225,887,4
624,20031,47032897,806,337,5
625,52762,65031994,624,489,1
626,68446,45337681,999,257,4
627,79881,58552181,546,428,3
628,24746,56063074,791,989,5
629,97783,24420204,695,455,1
630,41639,66479731,709,252,2
631,76963,33797459,603,428,1
632,54077,81208005,166,436,1
633,28652,51911345,241,775,5
634,24293,96384160,93,497,3
635,56478,40798242,932,414,2
636,56553,15974321,486,757,3
637,97832,5294106,510,840,6
638,40131,84778156,994,144,3
639,68717,68439952,209,477,3
640,86418,32984113,279,324,4
641,36036,71866734,999,722,6
642,16784,13031890,735,477,6
643,21984,22718876,846,58,4
644,53083,37141278,448,897,6
645,78805,16782945,990,18,2
646,85044,90906487,516,668,6
647,55509,15037717,152,521,3
648,75862,78525661,436,123,5
649,53391,86905842,832,319,1
650,80941,50826209,43,831,3
651,92941,98533037,683,227,1
652,32511,71992450,482,155,6
653,26058,95748993,58,499,5
654,73529,35325510,547,462,1
655,72826,82350435,502,822,6
656,12082,7107892,176,588,1
657,58866,90556828,394,402,6
658,97948,89446735,846,903,1
659,67356,49997616,211,131,4
660,72168,25139614,336,704,6
661,65953,12687499,908,280,4
662,59840,29015379,393,527,3
663,28084,35368378,946,29,1
664,72878,43389273,92,269,4
665,95126,41644859,966,879,3
666,40693,2305618,88,372,4
667,53875,34727589,564,311,5
668,57901,49842879,70,73,1
669,37707,38404022,743,637,5
670,95927,55825151,552,643,6
671,76306,3354069,449,954,6
672,75116,79690576,479,701,2
673,66748,64074715,61,499,2
674,96160,32121092,11,546,5
675,93468,38261325,90,827,3
676,17903,74990327,956,799,5
677,52703,95559353,733,471,3
678,43070,31257291,30,849,4
679,27984,83462122,423,881,3
680,24449,22965771,546,618,4
681,50999,87227313,391,225,4
682,98533,89331725,708,86,1
683,12674,88179010,767,618,3
684,34003,71968653,804,276,2
685,14336,87083043,602,886,1
686,67619,75472055,761,853,6
687,12340,99103321,334,226,1
688,35148,71817376,89,940,1
689,95756,74305025,827,623,3
690,49013,3387648,885,212,1
691,71513,93711652,190,480,4
692,82810,54857880,681,624,4
693,76412,61598546,814,711,6
694,69603,37362230,830,546,4
695,33319,3245909,115,957,4
696,59553,36528462,752,394,5
697,16044,13379213,301,840,5
698,52713,13052973,843,154,5
699,63896,10907570,106,139,6
700,78189,25531954,874,230,2
701,17056,52878296,200,979,2
702,85785,21666842,574,187,1
703,39506,1911359,12,197,4
704,36938,23914597,573,153,5
705,93105,86013985,701,682,2
706,26075,83874003,504,310,4
707,22187,66651556,455,23,3
708,76407,25918702,167,867,3
709,63995,76229447,963,243,5
710,21873,84537318,890,539,5
711,16641,4566676,814,858,6
712,71637,55606262,666,678,6
713,86389,96182253,715,641,5
714,39341,96595996,659,719,3
715,74576,55502695,531,669,2
716,37857,14256099,192,91,4
717,33244,76310525,52,287,5
718,75841,34996888,569,626,3
719,28465,9780721,732,922,4
720,13409,8467132,320,941,4
721,82899,68880736,731,943,5
722,13791,33393831,35,25,4
723,37833,58858325,37,309,2
724,49396,36110423,828,462,5
725,12329,48446893,927,997,6
726,78966,43072906,20,347,4
727,15036,12267494,769,277,1
728,89131,70988232,202,244,1
729,44578,49253098,362,695,2
730,93498,63198699,265,129,3
731,96126,60741096,226,218,3
732,34504,91480411,818,356,6
733,56475,72570828,107,759,1
734,89615,16764516,484,369,6
735,24074,72574834,243,888,5
736,68220,50652363,293,636,4
737,38516,46705783,514,860,3
738,53639,78241198,560,623,3
739,63025,45928232,481,730,1
740,21222,32135098,213,359,1
741,63588,32275753,162,719,4
742,25850,31205414,481,725,4
743,32186,19610750,285,899,5
744,75280,39306504,455,457,4
745,71245,69699430,50,62,3
746,26392,51375804,910,870,3
747,32102,93372403,851,151,4
748,18352,86053285,906,175,3
749,80388,26899318,969,136,4
750,64707,92691872,736,588,5
751,95832,28174233,583,959,3
752,32535,2903921,518,825,1
753,82818,27079266,595,932,5
754,82156,56754064,443,777,2
755,24674,32752817,450,667,2
756,48377,70248352,980,909,5
757,52594,94298778,178,501,4
758,31228,83368124,197,290,3
759,66310,50396654,226,675,1
760,58364,77197905,583,370,1
761,23826,38266586,78,593,1
762,64991,98123378,537,682,1
763,14106,52492518,743,694,1
764,31486,18185155,25,750,3
765,56903,61790063,297,326,6
766,70134,72633574,75,84,1
767,98404,60435862,196,557,1
768,51812,92882648,51,343,2
769,54760,95128258,601,617,1
770,82179,4764284,730,495,2
771,77246,22840503,318,162,5
772,22764,49309552,113,354,3
773,26527,63863751,958,459,1
774,56704,51707907,188,849,1
775,70996,88330296,512,851,4
776,11352,1791968,768,324,5
777,27038,70622208,996,585,5
778,31302,28363515,837,446,6
779,21647,57730417,905,587,6
780,34829,35206835,741,696,5
781,76277,14153003,20,159,4
782,25155,23200563,375,334,5
783,77488,89866650,735,566,6
784,52708,54082083,541,672,3
785,62933,90650175,187,716,6
786,77431,1288929,862,945,3
787,13207,50028332,992,427,3
788,87052,37555617,173,733,2
789,57283,90055529,111,619,5
790,92529,68757492,808,649,4
791,85575,19076385,522,229,1
792,77829,83285228,257,848,1
793,76657,40988512,263,329,4
794,86255,5952146,272,465,6
795,48752,49431131,616,732,4
796,73176,77607284,737,195,2
797,95074,37712298,316,912,5
798,47243,64183512,622,216,2
799,77600,43796774,332,95,2
800,43333,46112726,592,960,3
801,80996,88681260,792,10,6
802,34801,51076912,67,90,6
803,47888,55036892,992,368,5
804,57037,88335563,913,566,1
805,64336,10266655,154,82,2
806,28489,52152649,913,176,2
807,60121,7926146,871,552,1
808,80334,75916215,661,105,6
809,94199,36728320,493,684,1
810,79681,75492932,889,223,1
811,46874,80578616,907,648,4
812,95420,36394662,213,32,5
813,22566,60042850,406,895,4
814,73037,6621328,49,925,5
815,22582,5167659,433,919,6
816,96558,47007042,702,791,4
817,49057,69683465,903,752,2
818,27066,74567704,585,121,1
819,65564,32036122,944,679,4
820,91673,70052598,987,983,4
821,65245,48649189,785,756,5
822,72894,4381301,685,426,5
823,53322,79816009,426,727,2
824,75714,10139510,823,608,4
825,44136,19223561,68,562,4
826,70975,4449247,747,136,5
827,86660,16240680,531,403,1
828,28720,56678300,749,420,2
829,72593,30275661,698,702,6
830,19760,75118598,832,128,3
831,64820,46287197,959,498,2
832,84635,30087071,917,803,4
833,31584,53342520,887,987,5
834,29580,68315691,926,620,1
835,61742,73525890,666,970,4
836,22216,88761994,437,592,1
837,36694,85207380,559,585,2
838,34266,94840076,939,463,5
839,58302,3835291,726,272,4
840,42994,44462621,678,251,6
841,99849,9848705,812,823,5
842,66395,92280952,778,938,2
843,23287,90505393,435,858,1
844,96134,49052441,45,902,5
845,85876,36214687,572,916,3
846,10183,39475057,948,262,5
847,67926,88846325,603,630,2
848,53972,57859292,246,893,2
849,35359,47019687,111,166,3
850,83963,35366727,729,166,1
851,27024,65752682,680,155,4
852,53052,27806700,799,681,4
853,70217,63712755,20,221,6
854,55282,36996395,312,621,4
855,10072,41965134,769,37,3
856,98831,79043583,244,816,5
857,43738,99033767,21,208,5
858,38663,31319813,831,577,6
859,64353,80938511,407,928,4
860,19263,64662100,473,372,4
861,26444,57156787,151,275,5
862,42952,97039998,458,912,4
863,93833,23927854,89,794,1
864,86288,15276310,707,405,3
865,58070,79876050,385,288,2
866,38421,91785328,652,550,6
867,84543,79671175,730,258,6
868,40289,65483675,506,891,2
869,92266,79639583,201,15,6
870,94625,1927058,66,658,2
871,13230,95903463,664,842,4
872,65285,39029461,539,178,5
873,91981,10143619,757,435,4
874,36905,64667364,599,396,3
875,12656,45360555,713,108,5
876,79905,25887664,772,887,4
877,85208,10585681,38,118,5
878,93359,13808315,314,454,2
879,33434,59425189,332,415,4
880,55941,31667383,863,228,1
881,55334,6529658,88,742,5
882,94371,96390448,970,109,2
883,25324,60787932,783,895,6
884,76952,47428520,288,796,1
885,72653,9619762,46,734,1
886,19138,60323285,233,364,1
887,30638,84552573,883,103,5
888,11337,47424733,771,477,2
889,32709,74250079,574,612,3
890,91302,12503801,708,658,4
891,39000,53779080,891,470,3
892,18787,22409797,846,366,5
893,98287,18395267,153,383,4
894,37955,83734399,754,363,4
895,18414,24476241,0,0,4
896,56528,86072392,270,589,5
897,33649,95468614,112,239,6
898,75578,12045814,639,364,1
899,98885,64092897,399,491,6
900,98894,68670680,477,537,2
901,77259,97411789,384,157,3
902,18448,48639489,898,659,5
903,15675,94063263,435,293,6
904,21181,72800325,510,570,2
905,73595,67428332,323,517,6
906,59128,81406336,59,370,4
907,71166,80230189,884,838,1
908,24640,35154516,863,778,1
909,99408,1657319,598,744,4
910,19366,65433307,184,543,4
911,72390,79127859,850,452,1
912,58119,29603252,321,845,2
913,86292,5106742,392,134,1
914,82114,30738488,155,967,5
915,54948,23893042,963,750,2
916,26387,96051368,134,635,1
917,87407,69437519,507,67,2
918,37195,5301977,378,401,2
919,99646,58424793,247,202,3
920,46284,30010255,111,22,1
921,63049,89277976,790,746,6
922,67885,52939052,19,193,5
923,58208,86314385,535,39,1
924,85848,20225762,478,42,6
925,25963,24844671,754,333,6
926,31900,8181806,616,562,3
927,16816,73570250,519,572,5
928,77540,16965905,96,879,4
