,ID,Amount,Principal overdue,Interest overdue,Loan_type
439,28033,31105502,100,468,3
440,43200,11951360,489,270,4
441,40115,30693448,823,463,6
442,44043,41922500,281,82,2
443,27331,11678517,343,823,2
444,89747,86563339,130,623,2
445,80763,19591712,420,447,4
446,96914,6346092,345,39,6
447,35823,99019292,762,963,1
448,33014,74209394,871,500,4
449,78077,96302734,859,7,6
450,83512,9239088,921,970,3
451,30610,55335677,932,925,6
452,46467,90258178,266,698,2
453,68151,97080283,976,892,6
454,74358,60315973,663,679,5
455,28602,96688417,253,338,3
456,63468,90834092,57,146,4
457,96054,97191368,431,934,4
458,10835,98849130,375,5,4
459,65916,19079949,131,887,5
460,89763,17804414,928,862,6
461,39332,89536185,51,648,5
462,81941,25966491,51,576,6
463,15851,97044761,635,167,4
464,95258,15721802,722,74,2
465,28408,9212160,121,298,5
466,26506,6241057,366,625,1
467,83333,85336423,312,760,6
468,11384,64409817,640,826,3
469,28915,44632598,469,282,3
470,96909,94279672,814,327,2
471,42837,30470543,47,452,6
472,47899,49870679,879,555,2
473,79089,67569137,734,847,1
474,57428,19850985,104,767,3
475,12277,58065495,967,722,3
476,35812,58796252,704,450,2
477,33531,9630625,312,252,4
478,49131,53494169,399,471,1
479,52560,38608400,872,586,1
480,79523,5072413,394,9,2
481,36825,59228302,939,843,3
482,48705,12124427,516,699,1
483,45018,13602546,368,505,3
484,81139,17685707,675,117,5
485,46570,11710995,344,625,3
486,61032,85689277,20,153,6
487,94703,12862348,364,850,1
488,78669,32489409,811,649,1
489,75220,90825434,994,950,6
490,26404,82011291,173,248,3
491,90661,20521107,876,452,5
492,15531,50786222,91,302,5
493,25724,65817234,720,711,3
494,62790,78830367,621,957,5
495,64816,62514787,431,248,6
496,85956,73494668,470,174,1
497,30218,33426337,866,700,1
498,61239,99438022,662,842,1
499,74578,62835505,99,325,6
500,24058,56326725,452,376,2
501,53535,53296245,614,619,6
502,91676,80827083,523,576,4
503,32842,52134554,904,427,3
504,67245,92297320,690,803,1
505,46669,33845036,721,43,3
506,32753,99511992,174,948,4
507,26411,89430395,79,378,3
508,15233,43525650,85,953,2
509,60174,39135194,517,975,2
510,16942,91974643,979,105,3
511,75142,96258304,11,261,4
512,70411,22085644,416,968,5
513,91764,55434027,24,300,6
514,53545,44930915,83,697,3
515,10335,47307140,114,60,5
516,99056,14692910,108,700,4
517,67749,49316876,782,537,4
518,91342,14646792,532,665,4
519,52958,21734484,36,424,5
520,29676,21667823,952,762,2
521,41880,65603962,172,905,1
522,39623,10443175,656,519,4
523,84470,46396661,76,939,2
524,39376,69183528,287,177,3
525,97684,76149835,822,536,2
526,70480,57606307,870,859,5
527,77588,6598573,404,836,6
528,29809,5282827,844,691,4
529,74736,69144296,214,948,4
530,25362,40371611,963,727,5
531,60030,60425515,381,84,6
532,82579,29761656,500,246,2
533,35960,37418066,850,652,2
534,65997,32867065,279,953,5
535,34771,1252920,588,588,1
536,14747,98472065,40,963,2
537,74942,19990174,565,365,3
538,23706,47315236,609,498,2
539,78790,46539529,293,854,3
540,20655,58953493,592,99,1
541,79991,36912731,500,662,3
542,32003,34230548,648,549,2
543,64812,46598376,313,85,4
544,51209,66375713,751,439,6
545,84792,55989810,894,749,4
546,49156,59692851,638,521,6
547,11869,43132159,75,379,6
548,19057,85917436,357,738,6
549,74748,62406250,608,567,4
550,58344,6201402,101,109,6
551,21693,54745396,757,193,4
552,66937,60208590,509,266,1
553,91228,14483348,91,282,2
554,39800,97327217,707,822,3
555,46871,51535129,87,615,6
556,42732,13533780,595,914,4
557,22242,97408024,433,732,1
558,58770,37372410,909,323,6
559,46043,13460181,68,7,5
560,36575,37131119,532,937,1
561,66053,41439956,830,812,3
562,50553,56745714,285,86,1
563,43227,54872531,657,818,3
564,67153,26988866,394,39,3
565,82642,26106368,458,318,1
566,11822,39169802,450,854,1
567,49487,74466352,863,925,6
568,85103,12005252,933,356,5
569,17219,70357390,400,835,4
570,54037,86795463,401,282,5
571,65040,9822084,698,207,2
572,65619,58258892,122,58,1
573,89884,47313983,796,804,3
574,16023,6695305,6,119,2
575,11218,26259957,824,125,3
576,32953,60939442,903,385,1
577,66749,85158125,818,143,1
578,14617,28146132,664,206,3
579,95812,48535883,43,328,1
580,74224,50769532,986,749,6
581,29492,18096773,635,121,5
582,11566,52638366,761,774,1
583,19789,49045989,575,624,5
584,91432,48610278,147,465,5
585,73087,16357551,436,237,4
586,85177,97807331,120,457,2
587,68053,57526414,82,577,3
588,16510,34634822,70,645,4
589,66304,68183693,957,96,3
590,45524,71120734,14,862,6
591,61515,70617148,275,448,4
592,78120,9687118,826,591,4
593,25434,22103953,155,368,4
594,72332,89567107,62,731,3
595,53920,14909717,926,908,3
596,71121,16123030,197,677,2
597,85878,73235746,792,814,4
598,79788,54293859,105,239,2
599,99042,17032669,752,477,5
600,98654,16546989,698,174,2
601,74089,15570776,163,153,1
602,63323,26595889,92,97,1
603,21924,17791705,187,122,4
604,17798,93039626,276,289,1
605,72811,10227005,69,698,6
606,57391,41390023,306,854,1
607,26775,52074302,459,453,5
608,41723,72273167,100,998,1
609,11721,69026271,90,942,3
610,82506,81153435,86,601,6
611,48170,63041070,383,177,3
612,86493,81961831,864,750,2
613,79664,18510139,383,34,6
614,29340,85732934,705,289,3
615,29817,88615448,196,522,3
616,32994,81870241,17,983,2
617,66838,21675590,22,864,4
618,13051,14940006,964,283,2
619,27207,37461104,930,582,4
620,10217,89967346,381,627,4
621,22004,9117724,404,709,1
622,35660,49196034,863,356,1
623,15539,28010125,620,660,5
624,76776,65339983,170,962,4
625,75121,5500511,757,640,3
626,60935,11925530,844,954,6
627,75448,39174527,795,813,5
628,56763,17207975,835,832,3
629,76410,29371840,632,819,1
630,97975,52631584,939,731,2
631,11894,87876682,298,579,6
632,42731,79881912,725,940,2
633,15959,95616094,515,259,2
634,20809,83735791,591,612,2
635,89440,65891766,30,362,6
636,62343,45777323,176,436,3
637,34180,40848483,393,285,6
638,58524,73317383,436,98,5
639,32037,94631972,962,116,1
640,59760,58739751,41,36,6
641,41113,98476754,311,279,5
642,77780,51035447,391,834,3
643,52149,83109083,469,67,3
644,93858,4136598,231,717,1
645,20859,88440864,496,432,4
646,42451,5361053,405,857,6
647,48200,99026023,125,14,5
648,52834,98419024,58,675,4
649,92445,70774691,229,264,2
650,93025,32630757,179,21,1
651,55802,40241846,743,524,4
652,99672,7557839,991,997,6
653,72229,74449223,769,770,2
654,30498,32032830,793,348,2
655,73555,37406703,46,916,1
656,47813,39492398,363,694,2
657,23260,30039621,582,378,3
658,80893,54202210,970,162,2
659,33319,51834153,659,370,2
660,25642,65879347,6,35,3
661,11868,10998580,669,273,1
662,53384,23571152,27,616,2
663,64194,90379668,732,30,6
664,30859,1142354,367,132,6
665,95495,84231893,255,574,3
666,83046,57928777,515,235,1
667,40700,35873235,917,753,3
668,32818,30184972,418,587,4
669,51835,21864067,924,706,1
670,19620,44923045,546,58,2
671,26041,62089536,146,991,4
672,99871,19235405,659,690,2
673,47724,94622128,853,529,1
674,45618,28980163,728,467,5
675,91101,32600075,656,668,5
676,42690,78932102,56,821,1
677,11060,96024825,157,5,4
678,15521,72722460,746,66,1
679,19492,21992509,954,336,5
680,42563,93776465,285,751,6
681,48381,52879957,303,678,2
682,34552,56190379,367,46,3
683,87711,78373575,988,715,2
684,20855,74639419,106,845,1
685,91787,91263079,791,45,1
686,64539,4051040,656,883,6
687,27949,41717838,640,895,2
688,48650,83211444,455,434,1
689,69728,85525536,569,699,5
690,28628,34257538,389,549,4
691,15285,81515445,365,826,1
692,66565,28832938,805,782,1
693,33932,92786420,317,908,1
694,28854,14877146,585,312,1
695,42109,46308336,20,872,4
696,59703,52663286,385,391,3
697,61566,25233074,241,992,6
698,60844,38826320,148,619,6
699,42342,23788029,169,3,6
700,68754,30394819,599,709,1
701,23516,49189456,208,297,3
702,37677,21979099,702,685,6
703,88297,65216387,806,780,2
704,15893,75318705,200,861,1
705,25440,60280593,257,523,1
706,37868,75270099,433,926,5
707,40944,71370267,0,0,2
708,71289,7681438,585,363,2
709,68612,94637425,746,803,4
710,60763,80750413,228,654,5
711,19994,23005054,746,252,5
712,66660,11682737,165,917,6
713,51049,18470898,686,332,1
714,97250,16100627,738,159,6
715,84841,73082356,652,638,4
716,32460,9932241,943,785,6
717,26369,34774244,938,520,2
718,93652,66429911,867,690,6
719,45622,55572722,422,25,5
720,23674,12014306,806,588,2
721,24965,27603098,438,796,5
722,42368,37584401,690,364,1
723,73777,23605604,809,122,4
724,83208,31821687,162,823,5
725,96160,18948927,920,560,5
726,33840,47340592,517,826,2
727,87956,17560642,271,963,1
728,11797,83893594,454,833,1
729,43623,50265332,615,686,1
730,28123,39791779,418,678,1
731,45622,34595934,123,493,5
732,11102,67065001,941,640,6
733,60332,32811484,890,308,3
734,29978,85004927,211,485,4
735,78331,41377554,747,57,4
736,93757,25761300,94,418,5
737,42575,16377713,897,559,5
738,59728,45940053,7,980,2
739,39860,21430813,291,270,3
740,82075,61182946,533,329,2
741,28831,26747211,535,794,3
742,21037,35716273,803,15,2
743,26421,71405714,171,290,2
744,63179,36704404,401,610,1
745,85351,83444764,640,692,2
746,39919,35725668,421,14,1
747,80086,85034152,225,625,3
748,51313,16524150,301,721,5
749,43972,78987207,702,974,6
750,81253,93472610,183,634,6
751,51436,10535187,967,607,3
752,56079,18468441,468,792,1
753,44735,41205149,391,379,3
754,39822,53587073,104,41,2
755,17837,11729656,990,128,4
756,97253,87903624,632,371,2
757,54878,60097691,762,858,4
758,61189,4730207,72,201,4
759,92503,95864916,696,909,6
760,90510,58177723,505,188,1
761,33384,91888993,547,561,4
762,43570,69496398,882,632,1
763,83433,60621382,333,145,6
764,38398,76692670,15,695,5
765,54553,43215380,19,427,6
766,40617,9422570,281,595,5
767,84829,92519449,527,741,3
768,17313,42274568,777,319,1
769,48681,73599251,657,537,6
770,60207,35089042,784,337,1
771,99924,71734754,931,355,1
772,61355,5806208,850,982,1
773,65767,21736457,440,265,4
774,30426,8983939,169,218,6
775,54090,83584712,479,675,1
776,72454,57922354,879,74,2
777,89313,83902663,233,814,6
778,39810,6886349,913,465,6
779,21323,97930812,485,675,6
780,92838,17636011,698,838,5
781,62031,25076078,856,196,6
782,86701,1461553,947,918,3
783,62689,30563054,841,580,4
784,59061,54180473,506,30,6
785,40367,71480290,534,539,2
786,62433,47004861,320,998,1
787,15194,2292969,500,113,6
788,66997,69975343,307,194,6
789,60171,44564549,674,182,1
790,18748,70461050,191,429,4
791,34619,58546463,188,419,6
792,12417,71870298,661,783,6
793,50409,24192878,650,635,1
794,44224,43652572,408,162,6
795,33143,6885667,91,237,4
796,85178,96197220,648,53,6
797,47633,1899687,307,545,2
798,23430,53031925,488,44,6
799,30767,60398549,902,60,4
800,56785,10916578,111,990,3
801,77454,39748020,218,610,1
802,60122,75201378,658,118,4
803,12885,72211638,991,15,5
804,59954,53390651,391,508,4
805,26705,2468287,24,474,3
806,12040,6907334,604,687,2
807,17723,42234071,116,611,4
808,55528,90106718,797,622,4
809,93368,56791170,916,412,1
810,33298,54048401,663,3,4
811,80119,38369763,354,134,6
812,89427,79775100,578,582,4
813,44315,75494455,517,37,4
814,44330,9711923,216,854,4
815,77777,60308840,725,404,4
816,61034,81020853,149,507,6
817,16292,86175063,538,339,4
818,46142,81552632,750,388,5
819,52181,45121110,256,549,3
820,72748,57338182,776,358,4
821,29668,7946480,118,552,1
822,87918,87137387,846,805,5
823,43255,8108076,314,327,1
824,53872,46020412,217,226,4
825,30525,8421033,656,457,5
826,66534,79845582,887,851,5
827,16995,90767766,62,113,3
828,67793,67727887,286,775,5
829,29530,74405065,667,317,1
830,22965,25453028,622,554,6
831,58906,8030569,366,665,4
832,56018,3252423,603,686,5
833,18915,65206310,558,259,1
834,94551,67699791,508,310,4
835,33594,5994773,36,965,3
836,27545,11223163,330,955,5
837,83745,77495836,865,940,2
838,59862,15510328,369,224,2
839,65506,82409480,178,201,6
840,31849,68665076,508,569,1
841,45551,87308894,132,727,3
842,97458,42986793,763,1000,5
843,11078,10007365,949,112,5
844,18773,30301379,249,101,6
845,25377,3828481,29,260,6
846,61724,77612336,836,60,2
847,47374,31804777,58,351,2
848,43107,30918620,766,864,2
849,93261,45497725,874,358,3
850,50154,63975401,186,14,4
851,27299,48766950,273,785,5
852,99842,26644430,80,88,2
853,15477,84166750,255,498,4
854,19472,60144858,626,804,2
855,53764,57684908,353,189,3
856,96495,13831855,235,377,4
857,37260,82125698,152,487,4
858,92804,26784084,325,667,4
859,31345,74243910,691,430,5
860,31699,37387517,414,184,4
861,18650,16620740,19,891,6
862,15564,7561597,624,622,3
863,25247,39057159,436,756,3
864,95027,18254514,604,83,5
865,76779,11512176,439,576,2
866,53896,71761901,632,825,3
867,57644,50272800,114,282,1
868,92635,39444240,722,205,1
869,89205,22042335,474,336,4
870,86312,10650728,598,474,1
871,79222,77235836,72,288,2
872,21247,97049083,157,982,3
873,84916,62033603,685,343,2
874,50179,97950945,101,622,6
875,60376,2187624,606,525,5
876,52765,77053263,475,418,5
877,46197,76764808,478,911,2
878,30142,93974372,399,903,3
879,48981,54587389,642,111,6
880,42906,56030742,312,905,4
881,59305,8471226,178,529,2
882,82857,16332075,848,886,3
883,32595,4287876,918,899,6
884,67436,71279843,87,828,5
885,68582,12290821,538,118,6
886,28737,5293939,658,516,1
887,32373,84233496,681,741,3
888,39252,19044599,242,315,2
889,66633,48103752,23,43,4
890,25001,66164518,442,851,2
891,67070,59477026,406,792,4
892,41617,56841055,364,101,4
893,85942,62405128,625,32,3
894,81258,52047294,956,854,4
895,29136,47689393,814,636,3
896,89000,51068129,387,743,6
897,82708,11275726,183,212,6
898,51157,37069056,986,281,6
899,25402,17124808,558,579,2
900,57675,58996121,307,802,3
901,68129,89801543,895,947,1
902,70348,93327861,741,216,2
903,72236,58848672,101,778,6
904,23587,40508788,960,172,1
905,77254,26856505,800,833,5
906,67445,25991257,579,425,2
907,52231,41865355,189,596,3
908,65744,26493895,373,429,6
909,18071,35817184,752,917,4
910,98201,82764407,669,892,2
911,88569,33094036,332,822,5
912,45131,72611834,972,997,4
913,82247,91999810,871,53,1
914,84347,6801861,481,826,1
915,25975,8806298,485,526,5
916,45745,64493968,278,655,3
917,96387,74084336,489,644,5
918,13133,92693601,185,147,3
919,60341,96743354,202,704,1
920,56700,39212167,719,35,6
921,27667,44729262,124,226,6
922,49708,86360703,775,854,1
923,80640,59100424,43,943,6
924,66986,35989751,713,261,3
925,85314,87940613,654,170,5
926,11645,8022375,710,839,5
927,97215,15928519,147,68,3
928,62950,30719711,586,857,2
