,ID,Amount,Principal overdue,Interest overdue,Loan_type
225,37475,75346767,227,883,2
226,57229,88984728,795,159,3
227,74540,15348103,42,552,5
228,27201,67052735,821,752,3
229,48518,31136090,451,944,2
230,52123,98040111,888,355,2
231,60314,50676728,839,658,3
232,38725,16450493,265,626,1
233,84124,56517090,155,449,2
234,89702,98295890,828,330,4
235,79514,77075923,322,925,2
236,46883,71706342,665,65,5
237,46057,34212029,62,728,2
238,70414,65575073,958,233,3
239,95260,83763683,84,733,5
240,83879,48146155,198,714,1
241,69875,10036243,731,990,3
242,91307,54439995,517,293,6
243,22964,59097874,838,459,4
244,10717,89314920,0,0,1
245,41049,91174754,176,263,6
246,81443,3057598,865,298,1
247,91074,47276689,149,506,4
248,71866,77868670,728,753,6
249,77364,68761441,329,292,1
250,40278,95315481,265,79,2
251,85744,23335078,909,721,1
252,14366,51147429,660,594,6
253,71895,17014705,534,406,1
254,84258,52614539,853,999,6
255,61807,93729738,335,856,4
256,21558,39274468,645,671,3
257,92976,64597693,800,616,4
258,81604,26590908,126,296,2
259,26932,28399671,319,440,1
260,60419,31024280,237,100,5
261,66863,52244770,262,877,3
262,35215,44438099,74,716,5
263,93456,97747449,774,886,5
264,90134,13934059,524,217,6
265,29732,72525210,642,961,4
266,15009,67466602,93,498,6
267,18606,26964082,350,535,4
268,35720,13817335,490,529,3
269,23074,34220786,568,143,1
270,41907,34035962,878,26,6
271,13964,27001510,955,252,5
272,89585,8747458,568,831,5
273,57192,45072255,327,33,3
274,76562,65154989,26,79,2
275,56160,79941830,459,437,4
276,96616,47630199,659,499,5
277,66548,85466982,272,494,2
278,10624,40934499,965,641,3
279,47780,8453340,910,186,3
280,38225,11463995,68,254,5
281,70292,83062310,374,869,6
282,28010,22985402,801,589,1
283,28869,97537599,645,765,6
284,78115,57320679,74,918,6
285,79544,83643671,300,809,6
286,12660,76156605,329,289,4
287,25774,51040364,378,446,3
288,24691,39658775,966,519,1
289,70553,79049844,772,358,6
290,22410,42468293,849,414,5
291,97409,61614478,187,209,4
292,21663,51772928,986,330,1
293,84084,16591755,810,687,6
294,54425,29028304,486,271,6
295,30379,90443101,924,827,6
296,27157,9550561,337,1000,5
297,76491,29965606,613,191,6
298,89038,54447549,617,129,6
299,51794,40342226,400,155,2
300,97917,80873482,406,807,3
301,69583,89328021,20,8,3
302,98668,31677664,416,34,1
303,14084,47158286,894,796,4
304,31627,51342032,900,559,6
305,63790,80966852,731,969,6
306,98998,9914895,455,76,2
307,16247,21871187,983,353,1
308,52567,35126907,485,775,5
309,40615,2095786,7,695,2
310,99532,89962049,422,627,2
311,46499,39433566,455,79,3
312,49854,77140552,936,796,4
313,27027,6629105,818,292,1
314,95770,68377581,780,408,5
315,15278,77822013,192,433,4
316,59122,64290252,769,240,3
317,41278,50695853,307,330,2
318,48208,42680663,659,876,4
319,10466,17772408,656,373,1
320,59335,67537937,784,35,2
321,22209,46640053,994,964,3
322,84625,7125913,545,890,4
323,93434,44050338,201,497,5
324,85876,85986012,840,427,1
325,38046,9020124,713,359,3
326,52184,59702007,25,550,2
327,52525,56146048,439,413,5
328,23366,10375437,740,614,4
329,35006,25561932,661,485,2
330,10188,44507937,467,747,3
331,58771,27567700,129,697,6
332,13895,25538602,881,799,3
333,88824,4381614,630,532,4
334,88175,82097514,251,102,1
335,96613,45678389,940,51,2
336,87059,7585373,647,526,5
337,10665,43178486,193,94,5
338,83685,54566110,336,995,1
339,77683,52576651,696,310,6
340,53382,40318524,716,558,3
341,60179,81710418,156,341,4
342,72573,78300680,966,856,5
343,73300,44287253,481,619,5
344,43755,38953451,935,466,3
345,96694,21017831,37,451,1
346,27919,5159573,236,126,5
347,65956,50894126,447,198,2
348,28692,21736282,725,141,3
349,42288,32324111,934,683,1
350,19172,22601416,856,299,5
351,56942,19857141,61,551,1
352,88768,40715823,580,188,6
353,40899,38696090,319,123,6
354,24167,3905017,884,206,2
355,24637,2234821,514,5,6
356,69079,68674868,595,814,2
357,31216,28447073,155,59,3
358,61515,94997599,552,85,1
359,82419,82049053,753,697,3
360,30996,10414025,832,599,1
361,18391,73088340,773,322,1
362,42552,57124997,201,281,2
363,12131,16470833,897,52,3
364,13949,17649481,927,426,4
365,13235,78140080,121,207,2
366,42113,85281621,705,699,4
367,70483,84632305,339,60,1
368,60893,21014330,392,811,3
369,79337,12780605,428,383,5
370,27945,82254459,559,408,4
371,25593,73433810,891,212,4
372,48829,83054435,750,986,1
373,56119,26411051,688,349,5
374,41501,13903762,526,496,1
375,62969,60131158,708,112,2
376,35103,38976801,840,654,5
377,48177,20084098,686,603,6
378,61326,97204092,845,963,5
379,46001,71136298,344,578,4
380,25609,66078084,307,308,3
381,96679,38786587,455,333,4
382,41932,93364814,440,553,5
383,70207,53223908,298,981,1
384,56872,46305674,977,293,3
385,28302,59558101,609,706,6
386,56279,27009011,931,413,5
387,90408,60624304,63,748,2
388,32343,1452012,237,627,6
389,76366,54060530,860,189,6
390,92872,58364228,11,612,3
391,45963,97977297,750,844,3
392,92703,56100192,634,277,6
393,37828,33845643,803,357,2
394,96079,30930454,71,828,4
395,30080,30014675,445,928,6
396,98649,5208650,504,262,6
397,23677,79729870,79,572,5
398,60428,86353233,236,531,2
399,23827,47500123,868,268,1
400,72725,50249099,993,817,5
401,62067,55262218,631,716,5
402,88639,22865803,326,171,4
403,55712,53567293,145,155,5
404,16279,59396017,623,635,6
405,66832,97585534,704,375,1
406,77209,76781895,417,962,1
407,17981,82975813,51,447,4
408,67940,27109846,924,309,5
409,50202,93643340,478,810,4
410,45781,65283355,629,611,2
411,93964,54466085,124,348,2
412,32295,6516751,247,395,4
413,54559,65895935,173,685,1
414,66335,7828466,684,572,3
415,11999,89092876,359,541,6
416,54979,84056081,668,569,2
417,14546,84020022,418,212,6
418,12844,76819111,628,670,6
419,73374,95172830,682,207,6
420,66355,13814946,7,46,4
421,93310,93609556,147,420,2
422,18376,11506150,639,574,3
423,70438,10156238,111,954,2
424,76537,17028288,710,879,2
425,22018,36072420,405,885,2
426,18937,65925057,241,330,2
427,37963,78510104,554,748,6
428,74077,69709393,282,941,6
429,67255,78757340,932,452,6
430,16490,26502635,812,426,1
431,11138,66818472,13,537,3
432,23358,23418769,534,53,6
433,51353,36680667,692,657,3
434,74700,42882086,714,724,2
435,62665,25458479,571,907,2
436,13537,88783399,175,104,5
437,88882,4203903,591,655,1
438,41126,57464624,799,402,3
439,30530,7582042,773,806,5
440,90179,72804337,755,40,2
441,81728,76650696,475,303,6
442,86815,86935129,646,258,4
443,17024,24159875,158,880,5
444,11367,98012912,683,566,4
445,79757,8898384,320,465,1
446,20734,79440611,148,267,6
447,77343,24325871,248,382,2
448,44754,83225661,743,176,1
449,66708,48336173,700,901,3
450,51249,20911761,679,221,6
451,65436,57907417,225,529,5
452,90116,30898378,607,932,2
453,46059,73887580,418,333,2
454,55245,96310798,790,558,5
455,51057,16961852,854,32,2
456,69019,26100951,200,890,1
457,25804,30374343,246,348,6
458,50694,22612653,907,438,1
459,19032,74451850,230,686,6
460,67749,39095408,282,170,6
461,59832,14730248,176,703,5
462,66104,3129351,267,905,5
463,13150,86648793,560,663,1
464,73232,27478887,592,222,3
465,64444,77871069,76,666,1
466,35568,27320084,577,260,3
467,60902,46374565,390,63,5
468,81629,59700298,696,763,1
469,89544,36436100,201,871,3
470,97713,4860232,230,802,2
471,77005,89309901,957,591,4
472,73249,70433164,904,643,1
473,33037,7577709,969,954,2
474,86778,4996708,944,125,6
475,21521,84322047,404,790,5
476,68631,69479132,644,993,3
477,61027,1224412,909,188,2
478,19099,43955525,295,218,5
479,64476,68413248,746,432,2
480,10187,97034138,537,291,2
481,70009,56553982,484,531,2
482,51236,88903921,433,104,2
483,75960,20505101,61,944,2
484,37188,78457628,836,364,3
485,99745,15313051,606,357,2
486,20737,97788096,747,125,3
487,25140,60850145,910,677,3
488,28647,51329162,941,527,2
489,31702,61774225,717,728,6
490,23531,57119782,564,565,3
491,58943,10999032,29,931,3
492,95595,2949312,466,678,2
493,22828,7988898,839,40,3
494,52344,36731875,862,908,3
495,26499,59041269,265,952,4
496,21888,27060677,184,186,2
497,82618,63780221,596,753,5
498,40016,87610025,108,744,3
499,52877,14585030,427,434,5
500,26547,20681695,530,713,5
501,30296,39707355,529,841,6
502,15112,15663195,761,420,4
503,69974,6278604,10,438,1
504,86313,59418292,8,775,4
505,21327,27575182,523,981,3
506,45800,16922027,952,378,3
507,86779,18491107,98,671,3
508,69523,76142479,906,553,1
509,18795,3942097,915,309,3
510,10034,87895315,265,389,5
511,17531,60009300,667,72,1
512,55933,77831587,589,967,3
513,44229,53121392,529,712,5
514,92840,47265163,398,644,2
515,12878,93369971,105,863,2
516,88039,66993552,631,210,5
517,88149,76557065,837,207,4
518,36651,3030213,817,978,4
519,37163,74961061,598,392,2
520,22093,49890029,410,970,3
521,18637,17968573,396,163,1
522,60344,54347873,501,745,3
523,10726,55826872,39,333,1
524,91688,57712851,661,764,3
525,80555,35137830,760,704,6
526,98964,82593445,199,890,4
527,24695,17216290,858,489,5
528,59073,50346870,75,181,4
529,52797,76648234,675,563,2
530,42526,29255354,947,325,4
531,11813,83546888,478,309,1
532,51148,4753410,110,506,6
533,21893,80667583,105,14,6
534,16157,67157062,39,310,5
535,30605,20080344,365,304,6
536,38897,87295004,251,382,5
537,55940,7010612,469,460,2
538,69284,34329927,591,306,4
539,43373,80213266,873,937,6
540,61483,14513580,665,119,3
541,34290,62962221,695,883,1
542,42936,49725648,436,479,4
543,88675,32242418,514,850,2
544,39361,28421839,81,333,3
545,42352,67491331,159,726,1
546,39778,92864239,36,144,3
547,21891,73604165,591,566,4
548,10776,50529499,903,980,1
549,18502,63099004,579,570,5
550,47454,52584001,708,101,4
551,65076,81719859,581,144,4
552,95107,37943355,656,476,5
553,18506,35404393,4,430,5
554,40634,63935622,906,296,5
555,84084,59101084,391,623,5
556,39875,11989506,634,274,2
557,57878,26848206,633,486,2
558,93216,4241797,415,619,5
559,13550,54682202,277,279,1
560,34024,5860129,654,833,6
561,19493,36035489,175,128,6
562,77768,32193705,764,888,3
563,45914,64630977,817,561,2
564,20019,49518468,26,256,2
565,68512,62781889,555,231,3
566,28289,13401195,801,72,5
567,98940,43863646,565,427,6
568,59578,95481308,864,565,3
569,25222,40342980,844,390,5
570,65950,54227892,730,350,1
571,67072,1783378,254,533,1
572,30756,55870385,374,479,2
573,33902,61702937,941,570,5
574,59955,58338847,695,25,1
575,40293,66593517,843,746,4
576,39134,4805037,595,728,3
577,15049,51474025,528,507,6
578,21384,17682226,472,193,3
579,82089,27549753,373,608,5
580,50582,64925061,560,90,2
581,19552,70286488,173,472,5
582,30196,86402424,692,678,2
583,37871,72797699,694,347,1
584,48553,93456680,812,266,4
585,23874,12510726,507,557,1
586,80895,31541524,658,898,1
587,38675,15283991,390,409,5
588,75627,5231239,805,825,1
589,71364,89247082,261,756,1
590,82793,36797181,600,219,3
591,64003,84955017,305,145,5
592,91065,91729757,477,213,1
593,47233,53089273,62,741,1
594,95344,49152876,219,894,3
595,93108,75281251,203,56,3
596,53196,64121259,347,64,1
597,78249,10889229,592,526,5
598,78266,83684056,658,846,2
599,15313,1675898,523,421,3
600,30050,9807315,342,753,5
601,43537,22710118,489,873,6
602,43972,31743046,604,949,1
603,14063,66292464,870,625,5
604,10344,49299575,829,911,2
605,37520,45317758,144,660,2
606,48097,91890303,22,326,1
607,49535,19306266,67,251,6
608,80554,1975571,606,749,5
609,82124,98532551,345,303,1
610,57730,35434857,510,742,5
611,72337,31528465,828,482,2
612,26163,63458614,970,667,5
613,39333,99839847,351,208,3
614,52384,59157296,675,880,2
615,77488,5149559,483,891,4
616,52871,9677670,897,254,4
617,96440,15487496,809,466,2
618,39419,52924314,192,241,4
619,12623,93324352,812,760,3
620,36513,93116640,126,959,3
621,22922,70343074,813,470,2
622,47568,27762128,753,656,1
623,59959,89997976,99,156,1
624,35551,20801924,446,339,3
625,23067,95656916,719,236,5
626,57457,86946243,510,134,1
627,79148,62760175,743,618,6
628,33868,72973077,963,558,6
629,78999,72431979,749,683,5
630,36758,15334675,440,49,6
631,99633,85301184,630,788,3
632,96256,11718410,685,839,3
633,38399,14236514,798,437,2
634,29009,67076101,777,75,1
635,28544,60890257,606,589,5
636,80520,30190673,308,550,5
637,92643,31459286,11,353,3
638,81164,63676478,273,567,3
639,84083,26396532,593,434,6
640,88536,76687691,575,167,4
641,75424,64859706,915,771,3
642,87750,49216109,716,636,3
643,16933,24684713,516,135,6
644,98851,77192527,694,232,2
645,89298,44946203,261,131,3
646,48472,31662826,697,901,6
647,33689,41800796,118,810,1
648,11247,10452004,418,314,3
649,38165,80238894,983,931,5
650,35100,9339691,375,885,3
651,58391,35333724,656,909,2
652,84549,49200002,794,570,6
653,53744,41109095,95,707,2
654,56286,38744228,901,997,3
655,89352,79652837,889,326,4
656,50585,11226974,206,503,1
657,27511,96688685,350,281,2
658,58630,82551417,306,89,4
659,65956,67105571,781,299,1
660,56400,15882086,997,970,4
661,24774,98625726,132,193,4
662,87623,17446582,546,395,1
663,45536,87025059,420,67,6
664,41347,31181061,166,657,3
665,10280,57638910,454,827,4
666,82059,86741387,661,775,2
667,72951,46407241,329,352,6
668,40275,38904431,326,952,6
669,10898,91211937,829,116,6
670,65154,92737619,680,274,6
671,30019,15638485,262,763,5
672,89411,78294006,870,890,4
673,21006,25759089,894,523,1
674,68979,66341158,370,172,2
675,44567,39879552,871,697,2
676,87552,89870145,326,895,5
677,92189,51428447,237,142,4
678,53276,98130965,337,478,4
679,35063,89850203,576,393,1
680,77146,68684027,110,184,6
681,65538,96812610,388,675,2
682,54256,51606013,204,823,2
683,65709,53768249,607,687,4
684,76289,24730638,750,366,6
685,44314,57690864,365,949,2
686,47671,61227321,775,64,6
687,45424,33594610,868,24,5
688,50362,2357827,262,351,5
689,51671,23766186,730,549,6
690,25483,20999211,574,387,5
691,56346,79269282,755,780,5
692,42421,98463801,807,626,4
693,64181,11879445,590,653,3
694,85385,69675888,973,953,6
695,80297,44892785,305,521,4
696,75194,93078479,330,865,1
697,20758,31028348,408,870,6
698,71827,5192132,753,458,1
699,93565,15833287,361,563,2
700,87508,19899580,953,210,4
701,16634,86132718,494,595,1
702,25046,47542418,506,706,1
703,24953,11376404,498,475,4
704,52656,44565951,62,579,1
705,29003,2742592,356,783,6
706,90516,42548838,91,636,2
707,84786,32148853,213,400,6
708,98941,56806662,330,707,1
709,96384,94254846,400,877,1
710,10706,78234066,352,750,6
711,98413,70073082,99,229,2
712,55474,84205086,311,898,3
713,39624,57981180,169,992,1
714,38657,41379371,870,376,6
715,81193,3087330,96,73,5
716,12293,75173126,549,614,6
717,75283,37799388,521,751,6
718,93796,79732603,47,398,4
719,31197,35560673,81,126,4
720,25745,91394711,667,421,4
721,35476,69175136,225,989,3
722,74581,23859861,413,149,3
723,23647,83891842,423,243,4
724,35523,52496554,28,588,6
725,60749,49186277,794,368,3
726,64350,59370133,729,352,6
727,36263,17909215,198,591,4
728,90200,67831310,321,872,4
729,79586,37175267,251,148,3
730,76087,11744695,166,549,4
731,81949,21382062,278,184,4
732,65053,40590226,142,231,2
733,55571,30788423,318,146,3
734,31845,51019870,591,8,2
735,99477,16153628,585,887,2
736,97835,79520234,301,79,5
737,58018,20125770,719,476,5
738,47689,10472244,342,898,4
739,70621,2355819,736,65,6
740,86719,71201902,808,853,4
741,72698,96416267,233,404,2
742,76707,11532643,899,896,3
743,60044,35666915,446,527,1
744,93712,93106371,535,417,1
745,89045,59457957,108,232,5
746,43288,18871018,167,957,1
747,36260,34225597,330,355,4
748,67946,36834044,564,270,2
749,17671,77859937,858,621,6
750,57149,70941571,802,778,3
751,48658,63175147,946,360,3
752,11302,89756552,510,255,3
753,13530,9760851,740,360,2
754,59950,21295842,928,887,5
755,34713,88515360,194,497,6
756,41518,93696287,242,650,4
757,69448,65543348,69,982,4
758,35589,66236166,696,969,5
759,62636,31413493,802,428,1
760,27134,61808657,254,582,2
761,91711,46504695,522,93,1
762,48679,11871809,564,255,6
763,57494,72953112,795,598,3
764,93928,33123816,504,951,1
765,84952,36529266,440,678,6
766,51863,46136560,68,193,3
767,26884,20476737,330,244,1
768,73700,6962202,544,405,3
769,80547,77772158,251,756,5
770,87943,74139257,728,815,6
771,52402,29928909,603,829,2
772,53987,55944631,719,791,3
773,93867,28930414,364,186,3
774,25921,42852752,10,231,4
775,18621,40195385,353,328,6
776,66229,74602721,20,433,2
777,48754,30229595,831,546,3
778,50509,95195073,607,275,4
779,27492,84696903,531,261,1
780,54166,20222224,787,691,3
781,61436,19006856,742,337,3
782,53876,76625719,938,33,2
783,55181,62600267,352,823,3
784,50324,43867248,938,78,2
785,60131,62292598,616,561,5
786,84732,16461403,130,670,1
787,68317,29959415,353,700,3
788,55764,40099047,879,277,1
789,28053,12476634,797,514,6
790,60859,56602093,683,420,5
791,14215,13007977,382,690,1
792,35324,92057725,427,578,5
793,90607,84539014,492,573,6
794,17789,42826816,549,292,5
795,69732,7918138,180,239,2
796,42719,21694908,469,137,2
797,32182,60848270,102,264,2
798,68961,4515548,259,627,6
799,56902,85500020,300,251,4
800,74170,96087147,893,484,2
801,55555,86586790,833,512,1
802,45997,88325348,393,854,4
803,16551,61431576,962,277,5
804,78076,27603255,619,52,3
805,32305,99030600,857,413,3
806,68309,57851733,930,731,4
807,53642,74688799,665,826,1
808,64722,88904088,667,18,1
809,50595,19302940,734,194,6
810,46057,30443787,514,442,6
811,38210,21080703,337,684,5
812,73253,33267557,579,487,6
813,37605,39695831,481,559,6
814,28696,54448988,633,240,1
815,77816,73658387,833,55,4
816,57433,5068458,209,905,3
817,31349,52759007,802,45,2
818,98250,75592241,638,765,4
819,64440,54612530,34,788,4
820,40478,68348614,436,607,6
821,93622,58078790,86,254,1
822,94203,33139026,532,747,5
823,84242,24324585,187,590,5
824,46007,73831495,323,831,2
825,76294,85568606,223,85,5
826,32208,73633765,256,53,1
827,67041,79684104,424,414,5
828,69555,77192244,618,870,2
829,13791,22075293,170,440,3
830,83420,73701892,130,277,1
831,85108,42597976,445,23,1
832,89501,65846234,474,952,4
833,75125,62211129,786,429,6
834,29987,60373733,341,816,6
835,99889,26879608,683,498,3
836,22588,34061744,91,951,5
837,86077,59440261,371,987,2
838,96868,49442756,169,87,3
839,84813,92840004,229,731,4
840,14943,60492471,368,775,1
841,26484,86454188,625,889,1
842,84548,75068987,661,619,1
843,75962,28960961,582,205,2
844,12854,5213402,214,571,2
845,97838,57959675,193,882,6
846,74948,75914117,290,605,1
847,65583,47765834,829,507,5
848,76499,33965846,481,660,2
849,50357,33416730,93,806,6
850,94371,1077634,416,662,6
851,32234,52180679,596,640,2
852,16049,55063854,622,520,6
853,18530,57258363,108,468,4
854,46030,25871358,121,137,3
855,26484,74720279,670,664,4
856,14328,24582917,905,291,6
857,14084,68899683,802,799,4
858,48088,86567244,865,527,1
859,41962,38466799,744,906,3
860,87387,66725336,188,114,6
861,28598,10660064,1000,254,4
862,53530,84410584,926,527,5
863,22831,28740936,601,907,5
864,85984,64862815,558,469,4
865,78014,29756187,86,873,4
866,63050,99295405,330,731,6
867,51322,19665657,731,387,4
868,45188,77428323,574,121,2
869,48351,6867562,719,836,5
870,89767,70381885,682,848,3
871,15533,51019265,212,151,4
872,11685,73277846,1,45,4
873,18104,89627304,142,438,2
874,71790,95517148,270,676,6
875,15592,62308742,480,755,2
876,48462,3894837,501,510,5
877,63493,55762907,497,680,1
878,35726,86214678,896,1,1
879,50576,90378711,33,262,1
880,18557,33125798,144,429,6
881,63751,49400712,548,193,3
882,73980,31444202,697,36,1
883,62760,77652736,595,992,6
884,65513,61462722,745,680,3
885,57322,20519611,724,101,3
886,97311,53525383,263,107,5
887,18099,63287370,128,584,2
888,46681,61713189,553,448,4
889,20806,86535130,729,778,6
890,95288,82691264,866,186,2
891,39091,45953420,890,889,4
892,44211,22001315,706,721,5
893,44691,43400367,580,88,2
894,34019,69376070,800,274,3
895,83492,33996517,358,624,1
896,22183,70156290,148,646,5
897,74315,62436105,731,661,2
898,35716,80430296,727,214,5
899,80676,51642952,2,285,2
900,54757,15989250,274,594,4
901,46439,20288611,711,883,3
902,68669,53231431,573,102,1
903,75113,11146098,248,426,5
904,48370,20357779,367,708,5
905,97209,7786771,378,879,2
906,90638,57982155,973,27,3
907,26447,13126466,497,952,1
908,28965,97495546,3,896,6
909,89181,20133764,792,105,4
910,94579,44476588,740,900,3
911,12050,79869076,861,986,4
912,80592,86555298,697,647,4
913,45406,37450647,155,607,2
914,27265,24049696,965,269,4
915,96154,95369424,612,355,2
916,89489,78818804,731,93,4
917,63133,7529638,292,182,2
918,72662,14755638,984,736,4
919,76154,89153281,313,826,5
920,86474,67422939,135,419,6
921,61000,12804323,877,70,6
922,90186,15482448,81,668,5
923,23232,46945167,475,585,1
924,63922,16493565,942,992,2
925,47734,6892013,37,54,6
926,84214,71412902,29,892,6
927,40503,89682915,728,350,1
928,74107,43539756,737,74,5
